run_id,wafer_id,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-001595,W-RUN-001595,3.271,25.3,16.69,3.487,43,1,0.017267,4.178,1
RUN-001596,W-RUN-001596,3.282,21.39,17.91,3.531,46,3,0.017233,5.402,1
RUN-001597,W-RUN-001597,3.207,25.31,14.22,2.794,33,4,0.016291,5.323,1
RUN-001598,W-RUN-001598,3.152,18.76,16.12,3.757,30,3,0.015486,7.839,1
RUN-001599,W-RUN-001599,3.26,20.34,7.72,3.405,74,3,0.014543,5.014,1
RUN-001600,W-RUN-001600,3.219,15.69,18.13,3.464,60,2,0.015512,3.695,1
RUN-001601,W-RUN-001601,3.181,26.82,10.15,2.432,52,0,0.0152,5.869,1
RUN-001602,W-RUN-001602,3.283,19.99,12.36,2.487,31,2,0.015633,7.382,1
RUN-001603,W-RUN-001603,3.249,21.16,8.46,3.057,71,0,0.015018,6.015,1
RUN-001604,W-RUN-001604,3.292,19.43,12.9,2.554,53,1,0.01574,4.115,1
RUN-001605,W-RUN-001605,3.232,15.92,17.8,1.917,48,3,0.01524,6.716,1
RUN-001606,W-RUN-001606,3.286,21.68,20.98,3.126,70,0,0.015927,6.86,1
RUN-001607,W-RUN-001607,3.248,20.11,10.63,1.886,78,1,0.014679,3.505,1
RUN-001608,W-RUN-001608,3.181,23.51,6.92,2.553,58,2,0.015876,6.387,1
RUN-001609,W-RUN-001609,3.232,18.87,12.29,2.582,76,1,0.015609,4.93,1
RUN-001610,W-RUN-001610,3.309,21.1,18.71,3.208,68,1,0.016187,4.319,1
RUN-001611,W-RUN-001611,3.254,24.48,21.96,3.626,58,2,0.016232,5.978,1
RUN-001612,W-RUN-001612,3.23,15.25,15.88,2.256,61,1,0.016488,5.894,1
RUN-001613,W-RUN-001613,3.143,21.86,10.31,1.859,75,4,0.015346,7.702,1
RUN-001614,W-RUN-001614,3.23,24.28,20.74,4.058,52,2,0.016562,2.644,1
RUN-001615,W-RUN-001615,3.229,16.93,14.69,3.059,55,1,0.014826,6.269,1
RUN-001616,W-RUN-001616,3.215,18.81,14.05,2.425,34,2,0.015599,4.115,1
RUN-001617,W-RUN-001617,3.207,17.22,15.84,3.246,57,2,0.015674,7.039,1
RUN-001618,W-RUN-001618,3.197,17.34,19.43,3.905,60,1,0.015065,3.41,1
RUN-001619,W-RUN-001619,3.243,22.39,11.41,1.739,36,3,0.016325,4.849,1
RUN-001620,W-RUN-001620,3.259,15.24,16.68,3.361,69,1,0.016809,4.344,1
RUN-001621,W-RUN-001621,3.205,21.52,21.58,3.603,54,1,0.014857,6.058,1
RUN-001622,W-RUN-001622,3.124,19.3,19.25,4.032,41,1,0.017278,6.185,1
RUN-001623,W-RUN-001623,3.202,23.7,13.81,2.372,43,1,0.016043,6.004,1
RUN-001624,W-RUN-001624,3.184,18.59,21.62,3.89,49,5,0.016152,3.034,1
RUN-001625,W-RUN-001625,3.159,22.99,9.24,3.767,47,0,0.016654,5.559,1
RUN-001626,W-RUN-001626,3.243,18.8,17.06,2.757,57,3,0.015835,3.408,1
RUN-001627,W-RUN-001627,3.248,14.94,12.35,2.424,56,0,0.01629,4.064,1
RUN-001628,W-RUN-001628,3.284,20.82,8.55,3.517,64,1,0.014199,3.652,1
RUN-001629,W-RUN-001629,3.224,15.61,11.49,3.271,41,2,0.015657,5.57,1
RUN-001630,W-RUN-001630,3.189,16.64,17.92,3.65,40,2,0.016982,3.566,1
RUN-001631,W-RUN-001631,3.203,23.81,16.67,3.694,76,3,0.016118,6.245,1
RUN-001632,W-RUN-001632,3.169,19.49,18.9,3.476,64,1,0.01606,6.254,1
RUN-001633,W-RUN-001633,3.227,21.37,15.25,3.313,34,1,0.017246,6.7,1
RUN-001634,W-RUN-001634,3.261,11.78,7.45,1.857,45,0,0.015923,7.083,1
RUN-001635,W-RUN-001635,3.17,16.58,14.0,3.17,64,3,0.015953,4.232,1
RUN-001636,W-RUN-001636,3.27,20.87,12.71,1.81,41,2,0.016088,5.543,1
RUN-001637,W-RUN-001637,3.201,22.81,12.68,3.155,71,1,0.016578,7.935,1
RUN-001638,W-RUN-001638,3.21,12.52,14.89,3.561,69,2,0.016651,1.594,1
RUN-001639,W-RUN-001639,3.262,20.08,18.33,2.864,75,3,0.01593,4.479,1
RUN-001640,W-RUN-001640,3.18,20.06,9.27,3.044,69,1,0.016541,5.265,1
RUN-001641,W-RUN-001641,3.17,21.86,15.24,3.008,50,0,0.014906,6.297,1
RUN-001642,W-RUN-001642,3.221,15.73,9.67,2.898,62,3,0.016053,3.452,1
RUN-001643,W-RUN-001643,3.223,22.52,14.43,1.939,36,6,0.014989,6.995,1
RUN-001644,W-RUN-001644,3.209,15.9,15.14,2.454,36,2,0.015209,3.375,1
RUN-001645,W-RUN-001645,3.218,26.31,14.99,2.63,49,1,0.017009,4.11,1
RUN-001646,W-RUN-001646,3.207,21.96,22.7,4.214,51,1,0.015832,7.154,1
RUN-001647,W-RUN-001647,3.275,20.61,10.36,1.899,51,1,0.016497,4.82,1
RUN-001648,W-RUN-001648,3.246,23.29,3.95,3.783,56,3,0.014929,5.419,1
RUN-001649,W-RUN-001649,3.207,22.21,14.24,3.361,41,1,0.016096,5.034,1
RUN-001650,W-RUN-001650,3.214,21.93,10.79,2.892,43,4,0.017673,3.499,1
RUN-001651,W-RUN-001651,3.234,16.23,22.35,3.486,59,3,0.015401,6.668,1
RUN-001652,W-RUN-001652,3.235,19.55,11.59,2.867,46,4,0.015973,4.422,1
RUN-001653,W-RUN-001653,3.195,20.54,20.55,3.279,61,0,0.016541,5.61,1
RUN-001654,W-RUN-001654,3.253,19.36,15.94,3.076,52,5,0.01607,7.564,1
RUN-001655,W-RUN-001655,3.187,22.93,16.89,3.914,58,3,0.015906,6.11,1
RUN-001656,W-RUN-001656,3.21,23.95,17.24,3.12,80,1,0.016048,7.631,0
RUN-001657,W-RUN-001657,3.264,22.52,20.2,2.908,53,1,0.016548,7.042,1
RUN-001658,W-RUN-001658,3.24,19.98,18.85,3.603,96,3,0.016887,4.139,0
RUN-001659,W-RUN-001659,3.181,21.63,21.85,3.929,36,0,0.014944,7.262,1
RUN-001660,W-RUN-001660,3.247,19.14,16.9,4.046,76,0,0.015497,5.576,1
RUN-001661,W-RUN-001661,3.177,19.41,18.49,3.005,43,1,0.015732,5.245,1
RUN-001662,W-RUN-001662,3.192,18.72,13.12,2.338,64,2,0.016669,5.67,1
RUN-001663,W-RUN-001663,3.255,22.58,10.17,2.083,37,4,0.014942,3.877,1
RUN-001664,W-RUN-001664,3.255,19.25,16.57,3.324,63,4,0.01582,5.031,1
RUN-001665,W-RUN-001665,3.295,21.56,11.42,2.73,55,3,0.016433,4.777,1
RUN-001666,W-RUN-001666,3.238,17.06,14.42,2.258,52,2,0.014766,5.636,1
RUN-001667,W-RUN-001667,3.331,19.55,6.66,3.742,39,2,0.017637,3.812,1
RUN-001668,W-RUN-001668,3.191,22.24,14.11,3.176,56,3,0.015064,4.466,1
RUN-001669,W-RUN-001669,3.206,20.72,11.08,2.965,61,0,0.014131,5.765,1
RUN-001670,W-RUN-001670,3.201,16.29,16.69,3.597,32,5,0.017753,6.157,1
RUN-001671,W-RUN-001671,3.23,16.98,16.79,3.427,68,0,0.016886,5.089,1
RUN-001672,W-RUN-001672,3.198,17.34,14.01,3.618,55,2,0.016446,2.876,1
RUN-001673,W-RUN-001673,3.262,17.99,13.06,2.881,75,1,0.015834,3.674,1
RUN-001674,W-RUN-001674,3.206,21.35,10.76,1.714,48,1,0.015126,3.93,1
RUN-001675,W-RUN-001675,3.249,19.42,16.5,3.054,61,2,0.015287,4.644,1
RUN-001676,W-RUN-001676,3.277,21.58,15.45,4.129,68,3,0.016277,3.054,1
RUN-001677,W-RUN-001677,3.245,22.49,4.97,2.854,29,0,0.014238,3.186,1
RUN-001678,W-RUN-001678,3.204,29.59,10.44,2.918,66,2,0.015507,6.786,1
RUN-001679,W-RUN-001679,3.193,20.2,13.76,2.487,66,2,0.015382,7.084,1
RUN-001680,W-RUN-001680,3.204,20.75,17.71,3.591,50,3,0.016343,4.368,1
RUN-001681,W-RUN-001681,3.282,22.78,15.91,3.313,52,3,0.016189,4.207,1
RUN-001682,W-RUN-001682,3.215,19.14,15.99,2.145,49,3,0.015514,6.689,1
RUN-001683,W-RUN-001683,3.154,17.68,12.5,2.33,55,2,0.014508,7.709,1
RUN-001684,W-RUN-001684,3.289,22.46,13.83,4.267,53,1,0.015344,5.116,1
RUN-001685,W-RUN-001685,3.212,20.95,19.98,3.654,39,4,0.017347,7.971,1
RUN-001686,W-RUN-001686,3.225,17.22,9.75,1.98,56,2,0.015222,6.169,1
RUN-001687,W-RUN-001687,3.226,20.52,17.38,2.862,49,2,0.017236,7.029,1
RUN-001688,W-RUN-001688,3.216,16.58,19.08,3.503,50,1,0.016334,4.872,1
RUN-001689,W-RUN-001689,3.233,20.66,17.18,2.091,70,1,0.016341,3.948,1
RUN-001690,W-RUN-001690,3.28,13.28,13.74,4.08,40,0,0.017017,5.109,1
RUN-001691,W-RUN-001691,3.3,24.72,19.94,3.137,58,1,0.016226,4.596,1
RUN-001692,W-RUN-001692,3.262,23.39,15.36,3.382,51,2,0.017139,3.691,1
RUN-001693,W-RUN-001693,3.194,24.23,14.81,3.638,60,2,0.016509,7.747,1
RUN-001694,W-RUN-001694,3.15,20.71,11.95,3.492,66,2,0.015273,5.248,1
RUN-001695,W-RUN-001695,3.165,26.28,10.75,2.486,26,1,0.015838,7.743,1
RUN-001696,W-RUN-001696,3.224,21.08,14.62,3.64,50,0,0.016357,4.441,1
RUN-001697,W-RUN-001697,3.203,19.42,11.85,1.845,45,0,0.014531,3.389,1
RUN-001698,W-RUN-001698,3.186,13.96,10.96,1.939,64,1,0.015792,6.967,1
RUN-001699,W-RUN-001699,3.2,19.3,11.87,2.42,62,4,0.014977,5.306,1
RUN-001700,W-RUN-001700,3.222,23.67,16.55,3.36,63,3,0.016915,2.518,1
RUN-001701,W-RUN-001701,3.217,19.98,17.39,3.74,74,3,0.015723,4.186,1
RUN-001702,W-RUN-001702,3.22,16.96,10.95,2.166,56,0,0.015534,6.581,1
RUN-001703,W-RUN-001703,3.242,16.36,13.49,2.952,48,1,0.016137,6.242,1
RUN-001704,W-RUN-001704,3.191,20.2,11.45,3.208,76,1,0.017383,6.249,1
RUN-001705,W-RUN-001705,3.255,22.05,17.92,4.05,34,2,0.01704,4.706,1
RUN-001706,W-RUN-001706,3.23,25.42,8.88,2.944,51,5,0.014775,4.291,1
RUN-001707,W-RUN-001707,3.223,22.66,20.68,1.969,56,0,0.015402,7.364,1
RUN-001708,W-RUN-001708,3.15,21.53,15.59,3.248,70,1,0.015566,4.51,1
RUN-001709,W-RUN-001709,3.209,22.8,14.02,2.988,68,2,0.01605,5.977,1
RUN-001710,W-RUN-001710,3.24,21.7,18.33,4.096,41,1,0.016873,5.19,1
RUN-001711,W-RUN-001711,3.179,24.15,12.69,3.591,57,1,0.017314,6.338,1
RUN-001712,W-RUN-001712,3.186,14.4,15.35,3.017,83,1,0.015564,6.387,0
RUN-001713,W-RUN-001713,3.264,12.62,7.66,2.518,69,2,0.014377,5.795,1
RUN-001714,W-RUN-001714,3.3,23.14,4.91,2.127,57,1,0.014966,5.407,1
RUN-001715,W-RUN-001715,3.251,21.78,11.7,1.661,54,2,0.016868,5.204,1
RUN-001716,W-RUN-001716,3.233,25.15,23.89,4.182,45,2,0.016111,5.907,1
RUN-001717,W-RUN-001717,3.165,23.83,13.3,3.15,52,1,0.01509,4.805,1
RUN-001718,W-RUN-001718,3.223,17.0,17.23,4.391,63,2,0.015719,3.23,1
RUN-001719,W-RUN-001719,3.235,22.65,18.69,4.256,44,5,0.016582,6.303,1
RUN-001720,W-RUN-001720,3.283,19.16,18.83,4.136,46,2,0.016539,6.435,1
RUN-001721,W-RUN-001721,3.232,22.22,18.03,2.144,54,1,0.016049,3.037,1
RUN-001722,W-RUN-001722,3.283,20.08,13.36,3.306,39,2,0.016119,5.722,1
RUN-001723,W-RUN-001723,3.183,18.79,17.21,2.457,60,2,0.015336,7.094,1
RUN-001724,W-RUN-001724,3.282,14.63,9.66,2.356,88,2,0.016357,5.359,0
RUN-001725,W-RUN-001725,3.274,23.55,4.14,2.717,60,4,0.01502,7.251,1
RUN-001726,W-RUN-001726,3.196,25.68,14.11,2.25,56,1,0.015091,5.853,1
RUN-001727,W-RUN-001727,3.245,17.44,15.02,2.57,62,3,0.016197,4.855,1
RUN-001728,W-RUN-001728,3.179,17.47,8.82,1.843,71,2,0.015412,4.469,1
RUN-001729,W-RUN-001729,3.215,20.71,21.51,3.145,57,0,0.017524,4.228,1
RUN-001730,W-RUN-001730,3.238,17.55,8.13,1.779,47,1,0.015656,1.886,1
RUN-001731,W-RUN-001731,3.164,18.61,13.96,2.318,52,1,0.014248,7.371,1
RUN-001732,W-RUN-001732,3.184,25.97,15.63,3.333,52,3,0.017506,6.127,1
RUN-001733,W-RUN-001733,3.222,24.93,13.86,2.249,49,3,0.016344,4.817,1
RUN-001734,W-RUN-001734,3.287,24.35,5.98,1.657,77,4,0.015525,2.726,1
RUN-001735,W-RUN-001735,3.148,21.13,17.3,2.775,36,1,0.016275,7.321,1
RUN-001736,W-RUN-001736,3.21,16.32,14.47,1.792,71,0,0.015656,5.957,1
RUN-001737,W-RUN-001737,3.218,20.03,17.85,2.675,52,4,0.016039,3.328,1
RUN-001738,W-RUN-001738,3.197,21.09,11.41,2.898,62,6,0.015308,7.231,1
RUN-001739,W-RUN-001739,3.26,18.13,17.23,3.764,60,3,0.016739,6.568,1
RUN-001740,W-RUN-001740,3.191,23.22,16.85,3.811,45,2,0.016087,5.034,1
RUN-001741,W-RUN-001741,3.22,16.34,10.52,2.893,60,1,0.016077,3.644,1
RUN-001742,W-RUN-001742,3.232,24.02,13.67,2.543,65,0,0.014891,4.365,1
RUN-001743,W-RUN-001743,3.216,23.78,18.42,3.381,54,2,0.01515,5.008,1
RUN-001744,W-RUN-001744,3.25,24.53,15.01,2.907,58,1,0.015317,2.764,1
RUN-001745,W-RUN-001745,3.205,21.84,14.73,2.07,56,2,0.017519,5.365,1
RUN-001746,W-RUN-001746,3.224,19.15,15.61,2.696,60,1,0.015723,9.145,1
RUN-001747,W-RUN-001747,3.209,19.82,19.08,3.71,59,2,0.016595,3.772,1
RUN-001748,W-RUN-001748,3.294,19.97,20.46,1.804,64,1,0.016686,8.146,1
RUN-001749,W-RUN-001749,3.169,19.76,14.05,3.671,77,1,0.016574,6.726,1
RUN-001750,W-RUN-001750,3.221,20.84,11.72,3.49,69,1,0.015293,4.936,1
RUN-001751,W-RUN-001751,3.296,22.23,9.1,2.163,80,3,0.01528,5.499,0
RUN-001752,W-RUN-001752,3.213,21.56,16.32,3.109,68,0,0.017539,5.767,1
RUN-001753,W-RUN-001753,3.258,18.63,18.26,3.958,50,0,0.015096,4.843,1
RUN-001754,W-RUN-001754,3.262,22.99,18.32,5.348,42,0,0.016819,7.57,1
RUN-001755,W-RUN-001755,3.323,14.5,9.01,1.884,54,0,0.015698,5.22,1
RUN-001756,W-RUN-001756,3.224,20.43,11.8,2.778,59,1,0.015511,3.417,1
RUN-001757,W-RUN-001757,3.26,21.79,15.12,3.294,52,2,0.016936,5.041,1
RUN-001758,W-RUN-001758,3.131,20.47,13.76,2.14,59,4,0.015514,6.324,1
RUN-001759,W-RUN-001759,3.175,24.02,9.05,2.844,36,1,0.016167,6.163,1
RUN-001760,W-RUN-001760,3.252,18.11,7.75,2.616,77,2,0.015449,6.426,1
RUN-001761,W-RUN-001761,3.157,17.48,10.14,3.128,49,1,0.015468,5.61,1
RUN-001762,W-RUN-001762,3.184,20.8,8.09,3.0,40,0,0.016685,6.467,1
RUN-001763,W-RUN-001763,3.198,22.28,23.01,3.072,50,2,0.016034,8.883,1
RUN-001764,W-RUN-001764,3.211,24.21,11.58,2.993,53,0,0.016259,5.976,1
RUN-001765,W-RUN-001765,3.214,15.48,19.01,4.111,55,0,0.016843,5.465,1
RUN-001766,W-RUN-001766,3.143,21.82,12.96,1.989,60,3,0.016882,6.331,1
RUN-001767,W-RUN-001767,3.241,18.3,18.35,2.373,47,1,0.017211,6.256,1
RUN-001768,W-RUN-001768,3.272,19.7,15.92,2.446,70,2,0.016758,2.268,1
RUN-001769,W-RUN-001769,3.256,17.36,19.44,3.766,75,3,0.015816,6.432,1
RUN-001770,W-RUN-001770,3.209,21.77,14.26,3.124,70,3,0.01492,8.303,1
RUN-001771,W-RUN-001771,3.21,22.03,12.55,3.176,76,1,0.014583,3.013,1
RUN-001772,W-RUN-001772,3.222,22.65,15.22,2.592,60,3,0.016299,3.316,1
RUN-001773,W-RUN-001773,3.271,19.9,10.67,1.636,42,0,0.016002,6.229,1
RUN-001774,W-RUN-001774,3.187,23.75,21.5,2.589,52,0,0.015316,6.012,1
RUN-001775,W-RUN-001775,3.238,20.59,13.72,3.826,63,2,0.01619,2.74,1
RUN-001776,W-RUN-001776,3.214,21.59,17.55,2.257,40,2,0.016251,4.2,1
RUN-001777,W-RUN-001777,3.169,21.68,13.46,3.31,68,1,0.015652,5.365,1
RUN-001778,W-RUN-001778,3.281,20.83,10.37,2.789,65,3,0.01613,4.371,1
RUN-001779,W-RUN-001779,3.31,22.38,14.98,3.259,54,2,0.016725,5.096,1
RUN-001780,W-RUN-001780,3.213,17.52,11.04,2.076,59,2,0.016294,3.931,1
RUN-001781,W-RUN-001781,3.188,23.41,11.97,2.369,77,1,0.01495,5.918,1
RUN-001782,W-RUN-001782,3.286,21.78,8.1,2.8,50,4,0.015911,4.148,1
RUN-001783,W-RUN-001783,3.211,17.09,14.76,3.409,31,0,0.015869,5.178,1
RUN-001784,W-RUN-001784,3.257,24.87,16.44,3.067,55,4,0.014911,6.071,1
RUN-001785,W-RUN-001785,3.307,21.55,14.8,2.844,73,2,0.016223,6.173,1
RUN-001786,W-RUN-001786,3.186,16.96,16.06,3.754,47,1,0.016336,5.106,1
RUN-001787,W-RUN-001787,3.152,24.47,11.91,1.447,49,1,0.014477,6.953,1
RUN-001788,W-RUN-001788,3.216,16.68,21.79,2.252,46,1,0.017011,5.193,1
RUN-001789,W-RUN-001789,3.271,23.71,11.61,3.187,49,1,0.016191,5.607,1
RUN-001790,W-RUN-001790,3.264,21.85,8.36,3.286,63,1,0.015212,2.439,1
RUN-001791,W-RUN-001791,3.257,17.23,14.35,2.645,63,1,0.017525,4.334,1
RUN-001792,W-RUN-001792,3.328,23.74,10.48,1.77,47,3,0.016708,6.109,1
RUN-001793,W-RUN-001793,3.201,21.93,18.22,3.318,59,1,0.014869,2.339,1
RUN-001794,W-RUN-001794,3.202,16.65,10.39,2.959,48,1,0.015305,9.56,1
RUN-001795,W-RUN-001795,3.212,21.24,10.2,2.26,52,1,0.015308,5.511,1
RUN-001796,W-RUN-001796,3.24,23.09,16.8,3.521,53,5,0.016762,6.678,1
RUN-001797,W-RUN-001797,3.175,26.15,21.64,3.721,63,1,0.01571,2.277,1
RUN-001798,W-RUN-001798,3.195,15.65,21.61,3.274,56,1,0.017548,5.905,1
RUN-001799,W-RUN-001799,3.197,18.75,13.15,1.94,74,2,0.014679,7.332,1
RUN-001800,W-RUN-001800,3.182,22.73,14.51,1.974,67,3,0.01559,6.16,1
RUN-001801,W-RUN-001801,3.296,17.07,13.17,3.385,81,2,0.01652,3.295,0
RUN-001802,W-RUN-001802,3.253,19.77,9.8,3.245,52,1,0.01721,6.899,1
RUN-001803,W-RUN-001803,3.219,14.81,15.64,2.86,49,0,0.016108,7.395,1
RUN-001804,W-RUN-001804,3.202,23.0,16.14,3.206,35,0,0.015966,5.726,1
RUN-001805,W-RUN-001805,3.197,21.89,14.37,2.382,44,3,0.015304,4.565,1
RUN-001806,W-RUN-001806,3.199,20.46,16.68,2.406,57,1,0.016928,6.066,1
RUN-001807,W-RUN-001807,3.167,20.83,11.17,2.518,68,2,0.017162,5.652,1
RUN-001808,W-RUN-001808,3.215,16.03,21.23,3.129,50,1,0.016097,8.084,1
RUN-001809,W-RUN-001809,3.148,20.1,17.11,2.708,60,3,0.016197,4.986,1
RUN-001810,W-RUN-001810,3.233,19.84,17.07,2.988,61,0,0.017736,5.518,1
RUN-001811,W-RUN-001811,3.172,19.09,18.7,2.548,50,1,0.015549,5.713,1
RUN-001812,W-RUN-001812,3.207,18.98,18.33,3.888,45,0,0.014463,4.978,1
RUN-001813,W-RUN-001813,3.188,20.34,14.54,3.714,74,2,0.016324,4.545,1
RUN-001814,W-RUN-001814,3.249,16.37,5.44,1.958,49,4,0.016475,4.946,1
RUN-001815,W-RUN-001815,3.236,24.04,19.92,2.506,46,1,0.015648,3.358,1
RUN-001816,W-RUN-001816,3.213,23.06,17.29,2.999,53,3,0.015464,6.197,1
RUN-001817,W-RUN-001817,3.238,23.06,14.15,2.942,43,3,0.015433,4.605,1
RUN-001818,W-RUN-001818,3.239,23.2,15.53,2.017,56,1,0.016015,4.649,1
RUN-001819,W-RUN-001819,3.278,26.51,11.44,1.993,62,1,0.015969,5.187,1
RUN-001820,W-RUN-001820,3.205,21.08,12.94,2.725,37,1,0.014983,5.952,1
RUN-001821,W-RUN-001821,3.224,19.06,21.2,3.474,63,0,0.015092,5.078,1
RUN-001822,W-RUN-001822,3.212,17.27,14.47,2.572,49,2,0.016124,5.981,1
RUN-001823,W-RUN-001823,3.188,20.75,18.67,3.397,45,2,0.016438,3.013,1
RUN-001824,W-RUN-001824,3.14,18.61,20.68,3.509,39,2,0.01565,7.051,1
RUN-001825,W-RUN-001825,3.311,23.18,16.12,3.157,70,1,0.015733,6.727,1
RUN-001826,W-RUN-001826,3.159,17.32,12.62,2.179,46,3,0.015267,7.774,1
RUN-001827,W-RUN-001827,3.183,20.96,14.83,2.565,49,0,0.015339,7.836,1
RUN-001828,W-RUN-001828,3.21,17.04,20.07,3.704,41,5,0.014753,7.585,1
RUN-001829,W-RUN-001829,3.171,22.88,14.64,2.496,26,3,0.016257,6.026,1
RUN-001830,W-RUN-001830,3.305,21.3,16.72,3.421,67,1,0.014791,7.61,1
RUN-001831,W-RUN-001831,3.283,22.69,16.28,3.297,59,4,0.016995,6.922,1
RUN-001832,W-RUN-001832,3.203,18.86,19.77,3.777,45,0,0.015203,7.04,1
RUN-001833,W-RUN-001833,3.184,19.29,14.22,2.81,46,2,0.016071,9.26,1
RUN-001834,W-RUN-001834,3.294,23.13,12.03,1.583,73,1,0.015502,4.392,1
RUN-001835,W-RUN-001835,3.297,19.53,14.79,3.699,59,1,0.016083,8.99,1
RUN-001836,W-RUN-001836,3.17,15.95,15.4,4.096,38,0,0.017235,4.932,1
RUN-001837,W-RUN-001837,3.207,17.41,10.23,2.548,80,1,0.014844,4.964,0
RUN-001838,W-RUN-001838,3.264,21.94,19.6,2.012,74,2,0.017552,4.012,1
RUN-001839,W-RUN-001839,3.235,23.43,14.25,2.838,31,2,0.015477,7.778,1
RUN-001840,W-RUN-001840,3.291,22.15,23.4,3.798,92,3,0.016536,5.059,0
RUN-001841,W-RUN-001841,3.186,22.9,11.61,3.109,52,3,0.017832,6.816,1
RUN-001842,W-RUN-001842,3.222,24.74,19.76,2.531,56,4,0.015289,6.433,1
RUN-001843,W-RUN-001843,3.216,23.16,14.3,2.693,58,0,0.016441,5.675,1
RUN-001844,W-RUN-001844,3.248,17.95,15.58,2.504,57,2,0.015711,3.145,1
RUN-001845,W-RUN-001845,3.204,18.28,13.71,3.705,60,0,0.016408,4.334,1
RUN-001846,W-RUN-001846,3.276,13.72,13.5,1.796,38,1,0.015465,6.871,1
RUN-001847,W-RUN-001847,3.231,27.79,19.07,3.724,58,3,0.015417,3.134,1
RUN-001848,W-RUN-001848,3.259,16.51,10.88,2.794,63,1,0.014843,3.548,1
RUN-001849,W-RUN-001849,3.176,20.78,14.67,3.247,40,2,0.015082,6.418,1
RUN-001850,W-RUN-001850,3.22,18.19,16.86,2.789,58,1,0.016751,6.475,1
RUN-001851,W-RUN-001851,3.202,23.86,10.62,2.48,51,3,0.016544,4.567,1
RUN-001852,W-RUN-001852,3.211,26.05,19.8,2.489,44,4,0.01486,6.319,1
RUN-001853,W-RUN-001853,3.208,25.66,10.14,1.674,49,1,0.016692,5.025,1
RUN-001854,W-RUN-001854,3.303,25.55,14.46,2.886,69,0,0.015273,4.838,1
RUN-001855,W-RUN-001855,3.216,20.83,6.28,2.797,64,0,0.01505,3.653,1
RUN-001856,W-RUN-001856,3.206,22.52,12.05,3.824,54,0,0.018194,8.149,1
RUN-001857,W-RUN-001857,3.218,18.82,14.92,3.445,40,1,0.016242,5.434,1
RUN-001858,W-RUN-001858,3.191,18.18,6.69,3.085,54,1,0.017233,6.731,1
RUN-001859,W-RUN-001859,3.19,19.96,17.2,3.169,40,0,0.015777,4.118,1
RUN-001860,W-RUN-001860,3.182,17.94,6.36,1.899,64,1,0.016795,3.68,1
RUN-001861,W-RUN-001861,3.237,22.61,8.25,2.526,63,2,0.016744,5.677,1
RUN-001862,W-RUN-001862,3.233,21.99,14.71,2.603,58,2,0.01544,3.022,1
RUN-001863,W-RUN-001863,3.186,16.97,21.56,3.798,53,2,0.0165,5.754,1
RUN-001864,W-RUN-001864,3.211,19.92,18.0,3.55,43,2,0.016517,7.463,1
RUN-001865,W-RUN-001865,3.281,19.01,10.11,2.776,63,1,0.015318,6.819,1
RUN-001866,W-RUN-001866,3.272,22.73,15.38,3.539,53,1,0.016487,8.637,1
RUN-001867,W-RUN-001867,3.226,23.26,14.15,3.976,25,2,0.01643,4.93,1
RUN-001868,W-RUN-001868,3.226,21.95,16.92,2.729,62,0,0.015108,3.285,1
RUN-001869,W-RUN-001869,3.205,18.67,4.45,2.475,69,1,0.016083,6.437,1
RUN-001870,W-RUN-001870,3.237,17.79,14.69,3.196,68,1,0.017494,3.361,1
RUN-001871,W-RUN-001871,3.182,15.32,14.53,2.744,41,2,0.016765,6.486,1
RUN-001872,W-RUN-001872,3.171,21.51,13.39,3.154,53,1,0.015624,5.822,1
RUN-001873,W-RUN-001873,3.29,14.93,12.15,1.89,59,1,0.016323,5.061,1
RUN-001874,W-RUN-001874,3.189,23.7,13.5,3.993,34,3,0.015787,6.147,1
RUN-001875,W-RUN-001875,3.219,22.28,21.17,3.877,53,3,0.014694,5.66,1
RUN-001876,W-RUN-001876,3.178,17.77,13.47,3.055,32,4,0.016954,6.439,1
RUN-001877,W-RUN-001877,3.231,15.92,13.95,4.122,40,2,0.016304,5.379,1
RUN-001878,W-RUN-001878,3.219,23.44,12.9,2.72,45,2,0.017104,3.727,1
RUN-001879,W-RUN-001879,3.207,20.04,17.4,3.672,55,1,0.01641,5.437,1
RUN-001880,W-RUN-001880,3.248,24.34,12.41,3.355,40,0,0.015005,7.965,1
RUN-001881,W-RUN-001881,3.282,21.07,16.4,3.503,48,0,0.016916,3.144,1
RUN-001882,W-RUN-001882,3.286,21.97,16.43,3.044,44,4,0.016413,4.994,1
RUN-001883,W-RUN-001883,3.186,21.42,17.55,3.361,44,3,0.016606,4.641,1
RUN-001884,W-RUN-001884,3.231,21.83,20.66,3.905,35,2,0.017137,6.6,1
RUN-001885,W-RUN-001885,3.22,18.26,18.12,2.736,45,4,0.017704,1.898,1
RUN-001886,W-RUN-001886,3.182,21.6,19.51,4.389,54,2,0.014252,6.101,1
RUN-001887,W-RUN-001887,3.245,24.43,5.26,2.068,48,0,0.014893,5.194,1
RUN-001888,W-RUN-001888,3.241,19.12,18.95,4.031,45,1,0.016505,7.226,1
RUN-001889,W-RUN-001889,3.25,20.6,14.95,2.486,69,5,0.01612,4.887,1
RUN-001890,W-RUN-001890,3.204,17.87,18.1,3.617,34,1,0.016045,5.452,1
