run_id,split_hint,fab_id,tool_id,recipe_id,product_id,layer_id,process_type,wafer_id,lot_id,slurry_lot,run_start_ts,run_end_ts,pad_type,conditioner_type,slurry_type,slurry_pH,particle_size_nm,oxidizer_pct,pad_age_wafers,disk_age_wafers,pre_thickness_nm,target_post_thk_nm,target_mrr_nmps,mrr_pred_nmps,mrr_err_abs,mrr_err_pct,mrr_err_ewma,drift_flag_mrr,auto_retrain,model_ref_pad_factor,model_ref_lot_pH,last_retrain_ts
RUN-001690,train,H-FAB,CMP-01,RCP-A,P119,M1,Cu,W-RUN-001690,LOT-0716,LOT-S9320,2025-07-16T07:53:30,2025-07-16T07:54:46,IC1000,3M-Std,Cu-acidic,3.783,125.8,1.612,50,919,944.1,300,18.8531,20.0,1.1469,6.083,15.989,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001691,train,H-FAB,CMP-01,RCP-C,P138,STI,STI_Oxide,W-RUN-001691,LOT-0716,LOT-S9320,2025-07-16T08:02:46,2025-07-16T08:03:57,IC1000,3M-Std,Oxide-alkaline,10.727,59.2,0.221,51,920,1043.1,800,5.8405,3.0,2.8405,48.635,22.518,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001692,train,H-FAB,CMP-01,RCP-B,P108,STI,STI_Oxide,W-RUN-001692,LOT-0716,LOT-S9320,2025-07-16T08:14:57,2025-07-16T08:16:12,IC1000,3M-Std,Oxide-alkaline,10.792,64.6,0.2,52,921,1076.8,800,6.3362,3.0,3.3362,52.653,28.545,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001693,train,H-FAB,CMP-01,RCP-A,P133,STI,STI_Oxide,W-RUN-001693,LOT-0716,LOT-S9320,2025-07-16T08:26:12,2025-07-16T08:27:23,IC1000,3M-Std,Oxide-alkaline,10.813,68.5,0.23,53,922,1067.6,800,7.9621,3.0,4.9621,62.321,35.3,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001694,train,H-FAB,CMP-01,RCP-A,P114,STI,STI_Oxide,W-RUN-001694,LOT-0716,LOT-S9320,2025-07-16T08:37:23,2025-07-16T08:38:30,IC1000,3M-Std,Oxide-alkaline,10.634,88.1,0.248,54,923,1059.0,800,9.4823,3.0,6.4823,68.362,41.913,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001695,train,H-FAB,CMP-01,RCP-B,P133,STI,STI_Oxide,W-RUN-001695,LOT-0716,LOT-S9320,2025-07-16T08:49:30,2025-07-16T08:50:38,IC1000,3M-Std,Oxide-alkaline,10.305,80.0,0.225,55,924,1063.7,800,4.1385,3.0,1.1385,27.51,39.032,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001696,train,H-FAB,CMP-01,RCP-A,P123,STI,STI_Oxide,W-RUN-001696,LOT-0716,LOT-S9320,2025-07-16T09:01:38,2025-07-16T09:02:56,IC1000,3M-Std,Oxide-alkaline,10.614,73.6,0.137,56,925,1049.7,800,5.6556,3.0,2.6556,46.956,40.617,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001697,train,H-FAB,CMP-01,RCP-C,P114,M1,Cu,W-RUN-001697,LOT-0716,LOT-S9320,2025-07-16T09:12:56,2025-07-16T09:14:03,IC1000,3M-Std,Cu-acidic,3.307,125.4,2.358,57,926,928.9,300,12.0347,12.403,0.3683,3.061,33.106,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001698,train,H-FAB,CMP-01,RCP-C,P133,M1,Cu,W-RUN-001698,LOT-0716,LOT-S9320,2025-07-16T09:22:03,2025-07-16T09:23:08,IC1000,3M-Std,Cu-acidic,3.56,119.8,2.135,58,927,950.7,300,11.6351,12.403,0.7679,6.6,27.804,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001699,train,H-FAB,CMP-01,RCP-A,P111,M1,Cu,W-RUN-001699,LOT-0716,LOT-S9320,2025-07-16T09:32:08,2025-07-16T09:33:16,IC1000,3M-Std,Cu-acidic,4.142,122.5,2.316,59,928,962.5,300,17.8689,20.0,2.1311,11.926,24.629,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001700,train,H-FAB,CMP-01,RCP-A,P107,M1,Cu,W-RUN-001700,LOT-0716,LOT-S9320,2025-07-16T09:42:16,2025-07-16T09:43:29,IC1000,3M-Std,Cu-acidic,3.557,109.2,2.006,60,929,972.5,300,11.634,12.403,0.769,6.61,21.025,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001701,train,H-FAB,CMP-01,RCP-B,P139,STI,STI_Oxide,W-RUN-001701,LOT-0716,LOT-S9320,2025-07-16T09:52:29,2025-07-16T09:53:42,IC1000,3M-Std,Oxide-alkaline,10.859,75.9,0.22,61,930,1030.1,800,4.8235,3.0,1.8235,37.804,24.381,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001702,train,H-FAB,CMP-01,RCP-C,P126,STI,STI_Oxide,W-RUN-001702,LOT-0716,LOT-S9320,2025-07-16T10:05:42,2025-07-16T10:07:06,IC1000,3M-Std,Oxide-alkaline,10.344,78.8,0.212,62,931,1043.7,800,3.1339,3.0,0.1339,4.272,20.359,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001703,train,H-FAB,CMP-01,RCP-A,P147,M1,Cu,W-RUN-001703,LOT-0716,LOT-S9320,2025-07-16T10:15:06,2025-07-16T10:16:23,IC1000,3M-Std,Cu-acidic,3.481,127.5,1.963,63,932,908.4,300,15.6557,16.5373,0.8817,5.632,17.414,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001704,train,H-FAB,CMP-01,RCP-A,P123,STI,STI_Oxide,W-RUN-001704,LOT-0716,LOT-S9320,2025-07-16T10:26:23,2025-07-16T10:27:38,IC1000,3M-Std,Oxide-alkaline,10.448,78.7,0.208,64,933,1075.5,800,5.3838,3.0,2.3838,44.277,22.786,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001705,train,H-FAB,CMP-01,RCP-B,P134,M1,Cu,W-RUN-001705,LOT-0716,LOT-S9320,2025-07-16T10:34:38,2025-07-16T10:35:54,IC1000,3M-Std,Cu-acidic,3.744,123.2,2.062,65,934,990.1,300,18.8756,20.0,1.1244,5.957,19.42,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001706,train,H-FAB,CMP-01,RCP-A,P112,STI,STI_Oxide,W-RUN-001706,LOT-0716,LOT-S9320,2025-07-16T10:43:54,2025-07-16T10:45:01,IC1000,3M-Std,Oxide-alkaline,10.628,54.4,0.253,66,935,1059.0,800,5.6608,3.0,2.6608,47.004,24.937,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001707,train,H-FAB,CMP-01,RCP-A,P114,M1,Cu,W-RUN-001707,LOT-0716,LOT-S9320,2025-07-16T10:53:01,2025-07-16T10:54:53,IC1000,3M-Std,Cu-acidic,3.47,140.7,2.237,67,936,978.7,300,7.047,7.4418,0.3948,5.602,21.07,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001708,train,H-FAB,CMP-01,RCP-B,P142,M1,Cu,W-RUN-001708,LOT-0716,LOT-S9320,2025-07-16T11:01:53,2025-07-16T11:03:21,IC1000,3M-Std,Cu-acidic,3.642,114.2,2.347,68,937,958.9,300,9.1789,9.9224,0.7435,8.1,18.476,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001709,train,H-FAB,CMP-01,RCP-B,P107,STI,STI_Oxide,W-RUN-001709,LOT-0716,LOT-S9320,2025-07-16T11:13:21,2025-07-16T11:14:40,IC1000,3M-Std,Oxide-alkaline,10.563,62.3,0.243,69,938,1031.4,800,3.3328,3.0,0.3328,9.986,16.778,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001710,train,H-FAB,CMP-01,RCP-B,P145,STI,STI_Oxide,W-RUN-001710,LOT-0716,LOT-S9320,2025-07-16T11:23:40,2025-07-16T11:24:57,IC1000,3M-Std,Oxide-alkaline,10.466,88.2,0.249,70,939,1046.5,800,9.0038,3.0,6.0038,66.681,26.759,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001711,train,H-FAB,CMP-01,RCP-C,P100,STI,STI_Oxide,W-RUN-001711,LOT-0716,LOT-S9320,2025-07-16T11:34:57,2025-07-16T11:36:10,IC1000,3M-Std,Oxide-alkaline,10.297,72.7,0.315,71,940,1024.9,800,8.562,3.0,5.562,64.961,34.399,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001712,train,H-FAB,CMP-01,RCP-A,P138,M1,Cu,W-RUN-001712,LOT-0716,LOT-S9320,2025-07-16T11:45:10,2025-07-16T11:46:29,IC1000,3M-Std,Cu-acidic,3.327,129.6,2.073,72,941,984.7,300,11.9508,12.403,0.4522,3.784,28.276,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001713,train,H-FAB,CMP-01,RCP-C,P102,M1,Cu,W-RUN-001713,LOT-0716,LOT-S9320,2025-07-16T11:54:29,2025-07-16T11:55:39,IC1000,3M-Std,Cu-acidic,3.586,134.2,2.065,73,942,967.9,300,15.3919,16.5373,1.1454,7.442,24.109,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001714,train,H-FAB,CMP-01,RCP-B,P119,STI,STI_Oxide,W-RUN-001714,LOT-0716,LOT-S9320,2025-07-16T12:08:39,2025-07-16T12:09:48,IC1000,3M-Std,Oxide-alkaline,10.622,78.2,0.257,74,943,1052.1,800,5.6382,3.0,2.6382,46.791,28.646,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001715,train,H-FAB,CMP-01,RCP-B,P129,M1,Cu,W-RUN-001715,LOT-0716,LOT-S9320,2025-07-16T12:18:48,2025-07-16T12:20:10,IC1000,3M-Std,Cu-acidic,3.554,116.3,2.133,75,944,963.7,300,9.2701,9.9224,0.6523,7.036,24.324,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001716,train,H-FAB,CMP-01,RCP-B,P133,STI,STI_Oxide,W-RUN-001716,LOT-0716,LOT-S9320,2025-07-16T12:30:10,2025-07-16T12:31:29,IC1000,3M-Std,Oxide-alkaline,10.718,70.1,0.26,76,945,1054.1,800,4.6271,3.0,1.6271,35.165,26.492,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001717,train,H-FAB,CMP-01,RCP-A,P146,M1,Cu,W-RUN-001717,LOT-0716,LOT-S9320,2025-07-16T12:44:29,2025-07-16T12:45:55,IC1000,3M-Std,Cu-acidic,3.32,130.4,1.969,77,946,969.3,300,9.5564,9.9224,0.366,3.83,21.959,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001718,train,H-FAB,CMP-01,RCP-A,P119,STI,STI_Oxide,W-RUN-001718,LOT-0716,LOT-S9320,2025-07-16T12:54:55,2025-07-16T12:56:14,IC1000,3M-Std,Oxide-alkaline,10.551,57.3,0.11,78,947,1051.6,800,9.2012,3.0,6.2012,67.395,31.047,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001719,train,H-FAB,CMP-01,RCP-C,P107,STI,STI_Oxide,W-RUN-001719,LOT-0716,LOT-S9320,2025-07-16T13:05:14,2025-07-16T13:06:32,IC1000,3M-Std,Oxide-alkaline,10.568,71.4,0.274,79,948,1063.4,800,7.3945,3.0,4.3945,59.429,36.723,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001720,train,H-FAB,CMP-01,RCP-B,P128,M1,Cu,W-RUN-001720,LOT-0716,LOT-S9320,2025-07-16T13:16:32,2025-07-16T13:17:51,IC1000,3M-Std,Cu-acidic,3.84,119.5,2.159,80,949,936.9,300,11.1274,12.403,1.2756,11.464,31.671,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001721,train,H-FAB,CMP-01,RCP-B,P108,M1,Cu,W-RUN-001721,LOT-0716,LOT-S9320,2025-07-16T13:28:51,2025-07-16T13:30:02,IC1000,3M-Std,Cu-acidic,3.019,128.8,1.807,81,950,939.9,300,16.5311,16.5373,0.0063,0.038,25.345,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001722,train,H-FAB,CMP-01,RCP-A,P114,STI,STI_Oxide,W-RUN-001722,LOT-0716,LOT-S9320,2025-07-16T13:38:02,2025-07-16T13:39:11,IC1000,3M-Std,Oxide-alkaline,10.627,77.1,0.222,82,951,1048.1,800,7.5111,3.0,4.5111,60.059,32.288,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001723,train,H-FAB,CMP-01,RCP-C,P106,M1,Cu,W-RUN-001723,LOT-0716,LOT-S9320,2025-07-16T13:48:11,2025-07-16T13:49:27,IC1000,3M-Std,Cu-acidic,3.516,132.6,2.088,83,952,935.1,300,11.6201,12.403,0.7829,6.738,27.178,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001724,train,H-FAB,CMP-01,RCP-A,P117,M1,Cu,W-RUN-001724,LOT-0716,LOT-S9320,2025-07-16T14:03:27,2025-07-16T14:04:35,IC1000,3M-Std,Cu-acidic,3.323,123.1,2.01,84,953,990.1,300,11.9162,12.403,0.4868,4.085,22.559,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001725,train,H-FAB,CMP-01,RCP-B,P127,STI,STI_Oxide,W-RUN-001725,LOT-0716,LOT-S9320,2025-07-16T14:12:35,2025-07-16T14:13:41,IC1000,3M-Std,Oxide-alkaline,10.467,68.7,0.267,85,954,1057.5,800,7.1736,3.0,4.1736,58.18,29.683,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001726,train,H-FAB,CMP-01,RCP-B,P138,M1,Cu,W-RUN-001726,LOT-0716,LOT-S9320,2025-07-16T14:28:41,2025-07-16T14:29:51,IC1000,3M-Std,Cu-acidic,3.642,129.2,1.832,86,955,938.3,300,11.4141,12.403,0.9889,8.664,25.479,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001727,train,H-FAB,CMP-01,RCP-B,P149,STI,STI_Oxide,W-RUN-001727,LOT-0716,LOT-S9320,2025-07-16T14:40:51,2025-07-16T14:42:08,IC1000,3M-Std,Oxide-alkaline,10.753,58.8,0.127,87,956,1023.1,800,6.208,3.0,3.208,51.676,30.719,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001728,train,H-FAB,CMP-01,RCP-A,P136,M1,Cu,W-RUN-001728,LOT-0716,LOT-S9320,2025-07-16T14:54:08,2025-07-16T14:55:31,IC1000,3M-Std,Cu-acidic,3.582,121.4,2.058,88,957,961.6,300,9.2006,9.9224,0.7218,7.845,26.144,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001729,train,H-FAB,CMP-01,RCP-A,P109,M1,Cu,W-RUN-001729,LOT-0716,LOT-S9320,2025-07-16T15:07:31,2025-07-16T15:08:47,IC1000,3M-Std,Cu-acidic,3.367,106.9,2.135,89,958,917.5,300,15.7746,16.5373,0.7628,4.835,21.882,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001730,train,H-FAB,CMP-01,RCP-C,P121,M1,Cu,W-RUN-001730,LOT-0716,LOT-S9320,2025-07-16T15:21:47,2025-07-16T15:22:53,IC1000,3M-Std,Cu-acidic,3.363,118.0,1.745,90,959,938.2,300,19.7213,20.0,0.2787,1.413,17.788,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001731,train,H-FAB,CMP-01,RCP-A,P129,STI,STI_Oxide,W-RUN-001731,LOT-0716,LOT-S9320,2025-07-16T15:29:53,2025-07-16T15:31:01,IC1000,3M-Std,Oxide-alkaline,10.199,71.0,0.071,91,960,1040.2,800,3.9642,3.0,0.9642,24.323,19.095,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001732,train,H-FAB,CMP-01,RCP-A,P102,M1,Cu,W-RUN-001732,LOT-0716,LOT-S9320,2025-07-16T15:42:01,2025-07-16T15:43:50,IC1000,3M-Std,Cu-acidic,3.674,117.5,2.015,92,961,948.7,300,6.8074,7.4418,0.6344,9.319,17.14,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001733,train,H-FAB,CMP-01,RCP-B,P105,M1,Cu,W-RUN-001733,LOT-0716,LOT-S9320,2025-07-16T15:51:50,2025-07-16T15:53:20,IC1000,3M-Std,Cu-acidic,3.807,111.8,1.872,93,962,997.5,300,8.909,9.9224,1.0134,11.375,15.987,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001734,train,H-FAB,CMP-01,RCP-C,P133,M1,Cu,W-RUN-001734,LOT-0716,LOT-S9320,2025-07-16T16:00:20,2025-07-16T16:01:25,IC1000,3M-Std,Cu-acidic,3.366,108.0,2.114,94,963,965.4,300,11.8144,12.403,0.5886,4.982,13.786,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001735,train,H-FAB,CMP-01,RCP-A,P114,STI,STI_Oxide,W-RUN-001735,LOT-0716,LOT-S9320,2025-07-16T16:11:25,2025-07-16T16:12:51,IC1000,3M-Std,Oxide-alkaline,10.356,76.6,0.164,95,964,1019.0,800,3.1158,3.0,0.1158,3.715,11.772,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001736,train,H-FAB,CMP-01,RCP-A,P135,M1,Cu,W-RUN-001736,LOT-0716,LOT-S9320,2025-07-16T16:24:51,2025-07-16T16:26:32,IC1000,3M-Std,Cu-acidic,3.37,144.8,1.857,96,965,928.2,300,7.0813,7.4418,0.3605,5.091,10.436,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001737,train,H-FAB,CMP-01,RCP-A,P111,STI,STI_Oxide,W-RUN-001737,LOT-0716,LOT-S9320,2025-07-16T16:34:32,2025-07-16T16:35:49,IC1000,3M-Std,Oxide-alkaline,10.443,69.3,0.218,97,966,1007.6,800,5.3242,3.0,2.3242,43.653,17.079,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001738,train,H-FAB,CMP-01,RCP-A,P114,STI,STI_Oxide,W-RUN-001738,LOT-0716,LOT-S9320,2025-07-16T16:42:49,2025-07-16T16:43:58,IC1000,3M-Std,Oxide-alkaline,10.683,64.0,0.229,98,967,1067.6,800,5.6942,3.0,2.6942,47.315,23.126,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001739,train,H-FAB,CMP-01,RCP-B,P139,STI,STI_Oxide,W-RUN-001739,LOT-0716,LOT-S9320,2025-07-16T16:54:58,2025-07-16T16:56:16,IC1000,3M-Std,Oxide-alkaline,10.439,68.5,0.226,99,968,1061.1,800,4.2514,3.0,1.2514,29.435,24.388,1,0,1.0594,3.195,2025-07-07T15:13:35
RUN-001740,train,H-FAB,CMP-02,RCP-B,P102,STI,STI_Oxide,W-RUN-001740,LOT-0709,LOT-S4693,2025-07-09T08:24:42,2025-07-09T08:25:54,IC1000,Kinik-3.5,Oxide-alkaline,10.983,68.0,0.149,40,888,1074.8,800,6.2618,3.0,3.2618,52.09,25.866,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001741,train,H-FAB,CMP-02,RCP-A,P120,STI,STI_Oxide,W-RUN-001741,LOT-0709,LOT-S4693,2025-07-09T08:34:54,2025-07-09T08:36:01,IC1000,Kinik-3.5,Oxide-alkaline,10.369,62.9,0.186,41,889,1062.6,800,7.0592,3.0,4.0592,57.502,32.193,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001742,train,H-FAB,CMP-02,RCP-C,P112,M1,Cu,W-RUN-001742,LOT-0709,LOT-S4693,2025-07-09T08:47:01,2025-07-09T08:48:12,IC1000,Kinik-3.5,Cu-acidic,3.603,133.1,1.961,42,890,915.6,300,11.6216,12.0324,0.4108,3.535,26.461,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001743,train,H-FAB,CMP-02,RCP-C,P117,M1,Cu,W-RUN-001743,LOT-0709,LOT-S4693,2025-07-09T08:57:12,2025-07-09T08:58:39,IC1000,Kinik-3.5,Cu-acidic,3.747,107.8,1.962,43,891,960.9,300,9.1131,9.6259,0.5128,5.627,22.295,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001744,train,H-FAB,CMP-02,RCP-A,P111,M1,Cu,W-RUN-001744,LOT-0709,LOT-S4693,2025-07-09T09:08:39,2025-07-09T09:10:06,IC1000,Kinik-3.5,Cu-acidic,3.927,133.4,1.764,44,892,970.8,300,8.8847,9.6259,0.7412,8.343,19.504,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001745,train,H-FAB,CMP-02,RCP-A,P135,STI,STI_Oxide,W-RUN-001745,LOT-0709,LOT-S4693,2025-07-09T09:20:06,2025-07-09T09:21:20,IC1000,Kinik-3.5,Oxide-alkaline,10.631,66.1,0.147,45,893,1043.5,800,7.5999,3.0,4.5999,60.526,27.709,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001746,train,H-FAB,CMP-02,RCP-B,P123,M1,Cu,W-RUN-001746,LOT-0709,LOT-S4693,2025-07-09T09:30:20,2025-07-09T09:32:07,IC1000,Kinik-3.5,Cu-acidic,3.67,128.4,1.91,46,894,924.9,300,6.9016,7.2194,0.3178,4.605,23.088,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001747,train,H-FAB,CMP-02,RCP-B,P107,STI,STI_Oxide,W-RUN-001747,LOT-0709,LOT-S4693,2025-07-09T09:40:07,2025-07-09T09:41:23,IC1000,Kinik-3.5,Oxide-alkaline,10.72,68.8,0.091,47,895,1033.0,800,6.2254,3.0,3.2254,51.81,28.832,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001748,train,H-FAB,CMP-02,RCP-B,P128,M1,Cu,W-RUN-001748,LOT-0709,LOT-S4693,2025-07-09T09:51:23,2025-07-09T09:52:48,IC1000,Kinik-3.5,Cu-acidic,3.625,118.5,2.055,48,896,962.5,300,9.2538,9.6259,0.3721,4.021,23.87,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001749,train,H-FAB,CMP-02,RCP-B,P128,M1,Cu,W-RUN-001749,LOT-0709,LOT-S4693,2025-07-09T10:04:48,2025-07-09T10:06:05,IC1000,Kinik-3.5,Cu-acidic,3.714,126.7,2.098,49,897,960.6,300,11.424,12.0324,0.6084,5.325,20.161,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001750,train,H-FAB,CMP-02,RCP-B,P149,STI,STI_Oxide,W-RUN-001750,LOT-0709,LOT-S4693,2025-07-09T10:19:05,2025-07-09T10:20:13,IC1000,Kinik-3.5,Oxide-alkaline,10.456,64.6,0.224,50,898,1103.5,800,7.2236,3.0,4.2236,58.469,27.823,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001751,train,H-FAB,CMP-02,RCP-C,P133,M1,Cu,W-RUN-001751,LOT-0709,LOT-S4693,2025-07-09T10:29:13,2025-07-09T10:30:18,IC1000,Kinik-3.5,Cu-acidic,3.766,93.1,1.719,51,899,989.3,300,15.1154,16.0432,0.9277,6.138,23.486,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001752,train,H-FAB,CMP-02,RCP-A,P108,M1,Cu,W-RUN-001752,LOT-0709,LOT-S4693,2025-07-09T10:45:18,2025-07-09T10:46:33,IC1000,Kinik-3.5,Cu-acidic,3.721,113.6,1.922,52,900,937.7,300,12.163,12.8345,0.6716,5.522,19.893,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001753,train,H-FAB,CMP-02,RCP-B,P130,STI,STI_Oxide,W-RUN-001753,LOT-0709,LOT-S4693,2025-07-09T10:56:33,2025-07-09T10:57:55,IC1000,Kinik-3.5,Oxide-alkaline,10.816,81.6,0.222,53,901,1026.8,800,3.5856,3.0,0.5856,16.333,19.181,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001754,train,H-FAB,CMP-02,RCP-A,P110,STI,STI_Oxide,W-RUN-001754,LOT-0709,LOT-S4693,2025-07-09T11:06:55,2025-07-09T11:08:24,IC1000,Kinik-3.5,Oxide-alkaline,10.39,68.0,0.166,54,902,1025.5,800,3.1848,3.0,0.1848,5.804,16.506,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001755,train,H-FAB,CMP-02,RCP-A,P140,M1,Cu,W-RUN-001755,LOT-0709,LOT-S4693,2025-07-09T11:17:24,2025-07-09T11:18:32,IC1000,Kinik-3.5,Cu-acidic,3.613,125.8,2.163,55,903,924.5,300,15.4173,16.0432,0.6259,4.059,14.016,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001756,train,H-FAB,CMP-02,RCP-B,P128,M1,Cu,W-RUN-001756,LOT-0709,LOT-S4693,2025-07-09T11:27:32,2025-07-09T11:29:20,IC1000,Kinik-3.5,Cu-acidic,3.864,112.3,1.956,56,904,944.3,300,6.7002,7.2194,0.5193,7.75,12.763,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001757,train,H-FAB,CMP-02,RCP-A,P114,M1,Cu,W-RUN-001757,LOT-0709,LOT-S4693,2025-07-09T11:41:20,2025-07-09T11:42:33,IC1000,Kinik-3.5,Cu-acidic,3.77,113.1,2.115,57,905,945.6,300,11.3109,12.0324,0.7215,6.379,11.486,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001758,train,H-FAB,CMP-02,RCP-C,P110,M1,Cu,W-RUN-001758,LOT-0709,LOT-S4693,2025-07-09T11:52:33,2025-07-09T11:53:41,IC1000,Kinik-3.5,Cu-acidic,3.723,126.5,2.062,58,906,982.0,300,15.1746,16.0432,0.8686,5.724,10.334,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001759,train,H-FAB,CMP-02,RCP-A,P134,STI,STI_Oxide,W-RUN-001759,LOT-0709,LOT-S4693,2025-07-09T12:08:41,2025-07-09T12:09:49,IC1000,Kinik-3.5,Oxide-alkaline,11.062,63.8,0.176,59,907,1003.2,800,6.3514,3.0,3.3514,52.766,18.82,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001760,train,H-FAB,CMP-02,RCP-B,P132,M1,Cu,W-RUN-001760,LOT-0709,LOT-S4693,2025-07-09T12:19:49,2025-07-09T12:20:55,IC1000,Kinik-3.5,Cu-acidic,3.721,120.3,1.912,60,908,917.4,300,11.3775,12.0324,0.6549,5.756,16.207,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001761,train,H-FAB,CMP-02,RCP-C,P142,STI,STI_Oxide,W-RUN-001761,LOT-0709,LOT-S4693,2025-07-09T12:28:55,2025-07-09T12:30:06,IC1000,Kinik-3.5,Oxide-alkaline,10.628,73.3,0.335,61,909,1035.2,800,7.5579,3.0,4.5579,60.306,25.027,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001762,train,H-FAB,CMP-02,RCP-B,P127,STI,STI_Oxide,W-RUN-001762,LOT-0709,LOT-S4693,2025-07-09T12:38:06,2025-07-09T12:39:14,IC1000,Kinik-3.5,Oxide-alkaline,10.56,72.3,0.207,62,910,1093.3,800,5.5606,3.0,2.5606,46.049,29.231,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001763,train,H-FAB,CMP-02,RCP-C,P131,M1,Cu,W-RUN-001763,LOT-0709,LOT-S4693,2025-07-09T12:45:14,2025-07-09T12:46:35,IC1000,Kinik-3.5,Cu-acidic,3.973,116.8,2.015,63,911,989.1,300,10.9731,12.0324,1.0592,9.653,25.316,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001764,train,H-FAB,CMP-02,RCP-B,P145,M1,Cu,W-RUN-001764,LOT-0709,LOT-S4693,2025-07-09T12:57:35,2025-07-09T12:58:48,IC1000,Kinik-3.5,Cu-acidic,3.771,139.8,1.999,64,912,951.9,300,15.0487,16.0432,0.9945,6.609,21.574,1,0,1.0594,3.428,2025-07-09T01:30:58
RUN-001765,train,H-FAB,CMP-02,RCP-B,P123,STI,STI_Oxide,W-RUN-001765,LOT-0709,LOT-S4693,2025-07-09T13:07:48,2025-07-09T13:09:05,IC1000,Kinik-3.5,Oxide-alkaline,10.645,72.4,0.087,65,913,1016.8,800,7.5851,3.0,4.5851,60.449,29.349,1,0,1.0594,3.428,2025-07-09T01:30:58
