run_id,cond_force_n,cond_rpm,cond_sweep_mms,cond_time_s
RUN-000928,40,80,20,45
RUN-000929,30,60,10,30
RUN-000930,40,60,20,60
RUN-000931,30,80,10,30
RUN-000932,40,60,10,30
RUN-000933,40,60,20,30
RUN-000934,30,80,15,60
RUN-000935,40,60,20,45
RUN-000936,30,80,10,45
RUN-000937,30,80,15,30
RUN-000938,40,60,20,45
RUN-000939,40,80,15,60
RUN-000940,40,60,15,30
RUN-000941,50,60,20,60
RUN-000942,50,80,10,60
RUN-000943,30,60,10,30
RUN-000944,30,60,20,60
RUN-000945,30,80,20,30
RUN-000946,40,80,15,60
RUN-000947,30,60,10,30
RUN-000948,40,60,20,45
RUN-000949,40,60,20,30
RUN-000950,40,80,10,60
RUN-000951,30,80,20,30
RUN-000952,50,80,10,60
RUN-000953,40,80,20,30
RUN-000954,30,60,15,45
RUN-000955,50,80,20,45
RUN-000956,30,80,20,30
RUN-000957,50,80,20,30
RUN-000958,50,80,20,60
RUN-000959,40,60,20,30
RUN-000960,50,60,15,45
RUN-000961,40,80,15,30
RUN-000962,40,80,10,30
RUN-000963,40,60,15,60
RUN-000964,40,60,10,45
RUN-000965,30,60,20,60
RUN-000966,50,60,10,60
RUN-000967,50,80,10,30
RUN-000968,30,80,10,45
RUN-000969,30,60,10,30
RUN-000970,30,80,15,45
RUN-000971,50,60,10,30
RUN-000972,40,60,20,45
RUN-000973,40,80,20,45
RUN-000974,40,60,15,45
RUN-000975,30,60,20,60
RUN-000976,50,60,10,30
RUN-000977,30,80,10,30
RUN-000978,50,60,20,60
RUN-000979,40,80,15,30
RUN-000980,40,80,20,60
RUN-000981,30,80,20,30
RUN-000982,30,80,15,45
RUN-000983,50,60,20,45
RUN-000984,30,80,15,45
RUN-000985,50,80,20,60
RUN-000986,50,80,10,45
RUN-000987,40,60,10,60
RUN-000988,40,60,15,45
RUN-000989,50,80,10,45
RUN-000990,40,60,10,60
RUN-000991,50,60,10,30
RUN-000992,40,80,15,30
RUN-000993,30,80,10,60
RUN-000994,40,80,15,60
RUN-000995,40,80,15,60
RUN-000996,30,60,20,45
RUN-000997,50,60,15,45
RUN-000998,50,60,15,60
RUN-000999,30,60,20,30
RUN-001000,40,80,20,45
RUN-001001,30,60,10,45
RUN-001002,50,80,10,45
RUN-001003,40,60,20,45
RUN-001004,50,80,20,45
RUN-001005,50,60,15,60
RUN-001006,30,60,10,60
RUN-001007,50,60,10,45
RUN-001008,30,80,20,45
RUN-001009,30,60,20,60
RUN-001010,30,60,10,30
RUN-001011,50,60,20,45
RUN-001012,40,80,15,45
RUN-001013,40,60,20,60
RUN-001014,40,60,15,30
RUN-001015,30,80,15,60
RUN-001016,30,80,10,30
RUN-001017,30,60,15,60
RUN-001018,50,60,20,45
RUN-001019,30,60,15,60
RUN-001020,30,60,10,60
RUN-001021,30,80,10,30
RUN-001022,30,60,20,45
RUN-001023,40,80,10,45
RUN-001024,40,60,20,45
RUN-001025,30,80,10,45
RUN-001026,40,60,20,30
RUN-001027,40,60,15,45
RUN-001028,50,60,10,30
RUN-001029,50,80,10,30
RUN-001030,40,80,20,30
RUN-001031,30,60,10,30
RUN-001032,50,80,10,45
RUN-001033,30,80,15,30
RUN-001034,40,80,20,30
RUN-001035,30,60,15,45
RUN-001036,30,60,20,60
RUN-001037,50,60,15,45
RUN-001038,40,60,15,60
RUN-001039,30,60,10,30
RUN-001040,30,80,20,30
RUN-001041,40,80,10,30
RUN-001042,30,60,15,60
RUN-001043,40,60,15,45
RUN-001044,40,60,20,30
RUN-001045,30,60,10,60
RUN-001046,50,60,10,30
RUN-001047,40,60,20,60
RUN-001048,30,80,20,45
RUN-001049,30,80,20,60
RUN-001050,50,80,15,60
RUN-001051,40,80,10,30
RUN-001052,40,60,20,60
RUN-001053,40,80,10,45
RUN-001054,50,60,15,45
RUN-001055,30,60,20,60
RUN-001056,30,80,15,45
RUN-001057,30,80,15,60
RUN-001058,50,80,15,45
RUN-001059,30,80,15,30
RUN-001060,30,80,20,45
RUN-001061,50,80,15,30
RUN-001062,30,60,15,30
RUN-001063,40,80,15,30
RUN-001064,30,60,20,45
RUN-001065,50,80,10,45
RUN-001066,30,80,10,60
RUN-001067,30,80,20,45
RUN-001068,50,80,20,30
RUN-001069,50,60,10,60
RUN-001070,40,80,10,60
RUN-001071,50,60,15,30
RUN-001072,30,80,10,45
RUN-001073,50,80,10,30
RUN-001074,30,60,10,45
RUN-001075,40,80,10,45
RUN-001076,30,80,15,45
RUN-001077,30,80,20,60
RUN-001078,50,80,15,60
RUN-001079,40,60,10,45
RUN-001080,30,60,15,45
RUN-001081,30,80,10,45
RUN-001082,40,80,15,30
RUN-001083,40,60,10,45
RUN-001084,30,60,10,45
RUN-001085,30,80,20,60
RUN-001086,40,60,20,45
RUN-001087,40,80,10,30
RUN-001088,40,60,15,60
RUN-001089,40,80,15,30
RUN-001090,40,80,20,45
RUN-001091,40,60,10,45
RUN-001092,30,80,20,30
RUN-001093,50,60,15,60
RUN-001094,30,60,15,30
RUN-001095,40,80,10,30
RUN-001096,30,80,20,45
RUN-001097,30,60,10,30
RUN-001098,50,80,20,30
RUN-001099,50,80,20,45
RUN-001100,50,80,10,30
RUN-001101,40,60,10,45
RUN-001102,50,60,15,60
RUN-001103,50,60,20,45
RUN-001104,40,60,15,30
RUN-001105,40,60,15,30
RUN-001106,30,60,20,45
RUN-001107,30,60,10,45
RUN-001108,30,80,20,60
RUN-001109,50,60,20,45
RUN-001110,50,80,20,45
RUN-001111,50,80,10,30
RUN-001112,40,80,10,30
RUN-001113,50,60,20,45
RUN-001114,40,80,20,45
RUN-001115,40,80,10,60
RUN-001116,40,80,10,30
RUN-001117,30,60,20,60
RUN-001118,40,80,20,60
RUN-001119,30,60,20,60
RUN-001120,30,80,10,45
RUN-001121,50,80,15,30
RUN-001122,50,60,10,60
RUN-001123,30,80,20,30
RUN-001124,40,80,15,60
RUN-001125,40,80,15,60
RUN-001126,40,80,20,60
RUN-001127,40,80,20,60
RUN-001128,50,80,20,45
RUN-001129,40,60,20,45
RUN-001130,40,60,10,45
RUN-001131,50,80,20,60
RUN-001132,30,60,15,30
RUN-001133,40,80,10,30
RUN-001134,30,80,10,60
RUN-001135,30,80,10,30
RUN-001136,30,60,10,45
RUN-001137,40,80,20,30
RUN-001138,40,60,10,60
RUN-001139,50,80,15,60
RUN-001140,30,60,20,45
RUN-001141,30,60,10,60
RUN-001142,30,80,20,60
RUN-001143,50,60,15,45
RUN-001144,50,80,15,60
RUN-001145,30,80,10,45
RUN-001146,40,60,20,60
RUN-001147,40,60,10,60
RUN-001148,30,80,20,60
RUN-001149,30,60,10,30
RUN-001150,30,80,20,30
RUN-001151,30,80,15,60
RUN-001152,50,80,15,45
RUN-001153,30,80,20,60
RUN-001154,30,80,15,60
RUN-001155,30,80,20,30
RUN-001156,30,80,10,60
RUN-001157,30,60,15,30
RUN-001158,50,80,10,60
RUN-001159,50,60,15,60
RUN-001160,50,60,20,60
RUN-001161,30,60,10,45
RUN-001162,50,60,20,30
RUN-001163,30,60,10,45
RUN-001164,30,60,10,30
RUN-001165,50,80,20,30
RUN-001166,50,80,10,45
RUN-001167,50,80,10,30
RUN-001168,50,80,10,45
RUN-001169,40,80,20,45
RUN-001170,30,60,15,60
RUN-001171,50,80,10,45
RUN-001172,50,60,10,60
RUN-001173,50,60,20,60
RUN-001174,40,60,20,60
RUN-001175,50,60,20,60
RUN-001176,30,80,20,30
RUN-001177,50,80,15,30
RUN-001178,50,80,15,45
RUN-001179,40,60,20,60
RUN-001180,50,80,15,60
RUN-001181,50,80,15,30
RUN-001182,50,60,20,30
RUN-001183,40,80,20,30
RUN-001184,40,60,15,60
RUN-001185,30,60,15,30
RUN-001186,50,60,15,60
RUN-001187,30,60,10,60
RUN-001188,30,80,10,60
RUN-001189,40,80,20,45
RUN-001190,50,60,10,45
RUN-001191,30,60,15,30
RUN-001192,40,80,15,30
RUN-001193,30,60,20,60
RUN-001194,40,80,15,30
RUN-001195,30,60,20,30
RUN-001196,30,80,15,30
RUN-001197,40,80,10,60
RUN-001198,30,80,20,60
RUN-001199,40,60,10,30
RUN-001200,50,80,20,45
RUN-001201,40,80,15,30
RUN-001202,50,80,20,60
RUN-001203,30,60,20,45
RUN-001204,50,80,15,60
RUN-001205,50,80,15,30
RUN-001206,50,60,20,60
RUN-001207,50,60,15,45
RUN-001208,40,80,20,60
RUN-001209,30,60,10,60
RUN-001210,50,80,15,30
RUN-001211,50,60,15,45
RUN-001212,30,60,15,45
RUN-001213,40,60,10,60
RUN-001214,50,60,20,60
RUN-001215,40,80,20,30
RUN-001216,40,80,15,45
RUN-001217,50,60,10,30
RUN-001218,50,60,10,30
RUN-001219,50,60,15,30
RUN-001220,50,60,15,60
RUN-001221,30,80,20,45
RUN-001222,40,80,20,60
RUN-001223,50,80,20,45
RUN-001224,30,80,15,45
RUN-001225,30,80,20,30
RUN-001226,30,80,20,60
RUN-001227,50,60,15,60
RUN-001228,30,80,10,30
RUN-001229,40,80,10,60
RUN-001230,50,60,10,60
RUN-001231,30,60,15,45
RUN-001232,40,80,10,30
RUN-001233,50,60,15,45
RUN-001234,30,60,20,60
RUN-001235,30,60,10,45
RUN-001236,50,60,20,60
RUN-001237,30,60,15,60
RUN-001238,50,80,15,45
RUN-001239,40,60,10,45
RUN-001240,30,80,15,30
RUN-001241,30,60,15,60
RUN-001242,40,80,10,60
RUN-001243,30,60,15,45
RUN-001244,50,60,20,30
RUN-001245,40,80,10,30
RUN-001246,40,80,20,60
RUN-001247,30,60,20,60
RUN-001248,50,60,15,60
RUN-001249,30,80,10,30
RUN-001250,30,60,10,60
RUN-001251,40,60,10,60
RUN-001252,30,80,20,30
RUN-001253,30,80,15,60
RUN-001254,40,80,20,45
RUN-001255,30,60,20,60
RUN-001256,40,60,10,45
RUN-001257,40,60,10,30
RUN-001258,50,80,10,45
RUN-001259,30,60,15,30
RUN-001260,30,80,20,60
RUN-001261,30,80,10,30
RUN-001262,30,80,15,60
RUN-001263,40,60,15,45
RUN-001264,30,60,20,45
RUN-001265,40,80,20,45
RUN-001266,30,60,20,60
RUN-001267,50,60,20,45
RUN-001268,30,80,20,45
RUN-001269,40,60,10,30
RUN-001270,50,80,20,60
RUN-001271,30,60,10,60
RUN-001272,30,60,10,45
RUN-001273,50,80,20,45
RUN-001274,40,80,15,30
RUN-001275,50,60,20,30
RUN-001276,50,80,20,60
RUN-001277,40,60,15,60
RUN-001278,40,60,15,60
RUN-001279,40,80,15,30
RUN-001280,50,80,15,30
RUN-001281,30,80,10,30
RUN-001282,40,80,10,60
RUN-001283,50,60,10,45
RUN-001284,30,60,20,45
RUN-001285,30,80,15,45
RUN-001286,50,80,15,30
RUN-001287,50,60,15,30
RUN-001288,40,80,15,45
RUN-001289,30,60,15,45
RUN-001290,30,80,15,60
RUN-001291,40,80,15,60
RUN-001292,30,80,15,45
RUN-001293,30,80,10,60
RUN-001294,50,80,10,30
RUN-001295,30,80,15,45
RUN-001296,40,80,20,60
RUN-001297,40,60,15,60
RUN-001298,50,80,10,30
RUN-001299,40,60,15,60
RUN-001300,50,80,20,45
RUN-001301,50,60,20,60
RUN-001302,40,60,10,60
RUN-001303,30,80,15,30
RUN-001304,30,60,10,30
RUN-001305,30,60,15,45
RUN-001306,40,80,10,60
RUN-001307,50,80,15,60
RUN-001308,40,60,15,45
RUN-001309,40,80,10,45
RUN-001310,40,60,10,60
RUN-001311,40,80,20,30
RUN-001312,40,60,15,60
RUN-001313,50,60,20,60
RUN-001314,40,60,15,60
RUN-001315,30,80,10,30
RUN-001316,30,80,10,45
RUN-001317,40,60,20,45
RUN-001318,40,80,20,60
RUN-001319,40,80,20,30
RUN-001320,50,80,20,60
RUN-001321,50,80,10,30
RUN-001322,40,60,15,45
RUN-001323,50,80,20,45
RUN-001324,40,80,20,30
RUN-001325,30,80,15,60
RUN-001326,50,80,15,45
RUN-001327,40,80,15,60
RUN-001328,50,60,15,45
RUN-001329,40,60,10,60
RUN-001330,30,80,20,60
RUN-001331,50,60,10,60
RUN-001332,30,60,10,45
RUN-001333,50,60,20,45
RUN-001334,50,80,20,60
RUN-001335,40,80,20,60
RUN-001336,40,80,10,30
RUN-001337,30,60,15,60
RUN-001338,40,80,15,60
RUN-001339,40,60,20,45
RUN-001340,40,60,15,60
RUN-001341,30,60,10,45
RUN-001342,30,80,15,45
RUN-001343,30,80,20,45
RUN-001344,50,60,10,60
RUN-001345,40,60,20,45
RUN-001346,30,80,10,30
RUN-001347,30,60,20,45
RUN-001348,50,60,15,30
RUN-001349,40,80,20,60
RUN-001350,30,60,10,30
RUN-001351,30,60,20,30
RUN-001352,30,60,15,30
RUN-001353,50,80,20,45
RUN-001354,40,60,20,60
RUN-001355,30,80,15,60
RUN-001356,40,80,10,30
RUN-001357,30,60,10,45
RUN-001358,30,80,15,30
RUN-001359,30,80,15,60
RUN-001360,40,60,20,45
RUN-001361,50,60,10,45
RUN-001362,30,80,20,45
RUN-001363,30,60,10,60
RUN-001364,40,80,20,30
RUN-001365,50,80,20,30
RUN-001366,40,80,20,60
RUN-001367,50,60,20,60
RUN-001368,40,60,15,45
RUN-001369,30,60,15,60
RUN-001370,30,80,15,30
RUN-001371,50,60,15,30
RUN-001372,40,80,15,30
RUN-001373,40,80,10,30
RUN-001374,40,60,10,60
RUN-001375,40,80,15,45
RUN-001376,30,60,10,60
RUN-001377,50,80,15,30
RUN-001378,30,80,10,60
RUN-001379,30,80,10,60
RUN-001380,50,80,10,30
RUN-001381,50,80,10,60
RUN-001382,50,60,10,45
RUN-001383,40,60,20,45
RUN-001384,40,60,15,45
RUN-001385,30,80,15,30
RUN-001386,40,60,20,60
RUN-001387,30,60,10,30
RUN-001388,40,60,10,45
RUN-001389,40,80,20,45
RUN-001390,40,60,15,45
RUN-001391,40,60,20,30
RUN-001392,30,80,15,60
RUN-001393,50,60,20,60
RUN-001394,40,80,20,30
RUN-001395,40,80,10,30
RUN-001396,30,60,10,30
RUN-001397,40,60,15,30
RUN-001398,50,80,10,45
RUN-001399,50,80,20,30
RUN-001400,40,80,15,45
RUN-001401,50,60,15,60
RUN-001402,30,80,15,60
RUN-001403,40,60,20,45
RUN-001404,50,60,20,30
RUN-001405,40,80,10,45
RUN-001406,50,60,20,30
RUN-001407,40,60,20,30
RUN-001408,50,60,15,30
RUN-001409,40,80,10,60
RUN-001410,30,60,20,30
RUN-001411,30,80,15,30
RUN-001412,50,80,10,45
RUN-001413,40,60,15,60
RUN-001414,40,60,20,30
RUN-001415,50,60,10,60
RUN-001416,40,60,15,60
RUN-001417,30,80,15,30
RUN-001418,50,60,10,30
RUN-001419,30,80,20,45
RUN-001420,30,80,20,30
RUN-001421,30,80,10,30
RUN-001422,40,80,10,45
RUN-001423,30,60,15,60
RUN-001424,50,60,15,60
RUN-001425,50,60,20,30
RUN-001426,50,60,20,60
RUN-001427,40,60,10,45
RUN-001428,30,80,20,45
RUN-001429,40,60,20,45
RUN-001430,50,60,20,45
RUN-001431,30,80,15,60
RUN-001432,40,80,20,60
RUN-001433,50,80,10,60
RUN-001434,30,60,15,30
RUN-001435,40,80,10,30
RUN-001436,50,60,10,45
RUN-001437,50,60,20,60
RUN-001438,30,80,10,30
RUN-001439,40,60,15,45
RUN-001440,30,60,10,30
RUN-001441,40,80,15,45
RUN-001442,40,80,15,60
RUN-001443,30,60,15,60
RUN-001444,40,60,10,60
RUN-001445,30,80,20,30
RUN-001446,50,80,10,60
RUN-001447,40,60,20,60
RUN-001448,30,60,10,45
RUN-001449,30,80,10,60
RUN-001450,30,60,20,30
RUN-001451,30,60,20,30
RUN-001452,50,60,20,60
RUN-001453,40,80,15,45
RUN-001454,40,60,10,45
RUN-001455,30,60,15,30
RUN-001456,50,80,20,30
RUN-001457,30,80,15,30
RUN-001458,30,60,20,30
RUN-001459,50,60,10,30
RUN-001460,30,60,15,60
RUN-001461,50,80,10,45
RUN-001462,50,80,15,30
RUN-001463,30,80,10,45
RUN-001464,30,60,10,30
RUN-001465,40,60,15,30
RUN-001466,40,80,15,45
RUN-001467,50,60,20,30
RUN-001468,40,80,10,30
RUN-001469,40,80,20,60
RUN-001470,40,60,20,30
RUN-001471,50,60,15,60
RUN-001472,40,60,20,30
RUN-001473,30,80,10,45
RUN-001474,50,60,15,30
RUN-001475,40,60,10,60
RUN-001476,40,80,20,30
RUN-001477,50,80,10,60
RUN-001478,30,60,10,45
RUN-001479,40,60,10,30
RUN-001480,50,80,20,45
RUN-001481,30,80,20,60
RUN-001482,50,60,10,30
RUN-001483,50,60,15,60
RUN-001484,50,80,15,60
RUN-001485,50,80,10,30
RUN-001486,40,60,20,60
RUN-001487,50,80,10,45
RUN-001488,50,60,10,45
RUN-001489,50,80,15,30
RUN-001490,40,60,15,30
RUN-001491,50,60,10,60
RUN-001492,50,60,10,45
RUN-001493,30,80,15,60
RUN-001494,50,80,20,30
RUN-001495,30,60,15,60
RUN-001496,50,60,10,30
RUN-001497,30,60,10,45
RUN-001498,30,60,10,45
RUN-001499,50,80,10,45
RUN-001500,40,60,20,60
RUN-001501,30,80,15,60
RUN-001502,50,80,10,60
RUN-001503,50,80,20,30
RUN-001504,50,80,10,60
RUN-001505,50,80,20,30
RUN-001506,50,60,10,45
RUN-001507,40,60,10,30
RUN-001508,50,80,20,45
RUN-001509,40,60,15,45
RUN-001510,50,60,15,60
RUN-001511,40,60,20,30
RUN-001512,40,60,15,45
RUN-001513,30,80,20,30
RUN-001514,50,80,20,60
RUN-001515,40,80,20,30
RUN-001516,40,80,15,60
RUN-001517,40,80,10,45
RUN-001518,40,80,15,60
RUN-001519,50,80,10,30
RUN-001520,50,80,20,45
RUN-001521,40,60,15,30
RUN-001522,30,80,20,60
RUN-001523,40,80,20,45
RUN-001524,50,60,15,60
RUN-001525,40,80,10,45
RUN-001526,30,60,15,30
RUN-001527,40,80,10,60
RUN-001528,50,60,15,60
RUN-001529,50,60,20,45
RUN-001530,30,60,20,60
RUN-001531,30,80,20,60
RUN-001532,40,60,20,60
RUN-001533,30,60,20,30
RUN-001534,40,60,10,30
RUN-001535,50,80,20,30
RUN-001536,30,80,15,30
RUN-001537,50,60,20,60
RUN-001538,40,60,15,60
RUN-001539,50,80,20,45
RUN-001540,30,80,15,45
RUN-001541,40,80,10,45
RUN-001542,40,80,10,60
RUN-001543,40,60,15,45
RUN-001544,50,80,15,60
RUN-001545,50,60,10,45
RUN-001546,40,60,20,45
RUN-001547,40,60,10,30
RUN-001548,50,60,20,60
RUN-001549,30,80,10,60
RUN-001550,40,60,15,30
RUN-001551,50,80,10,30
RUN-001552,50,60,20,60
RUN-001553,40,80,20,30
RUN-001554,40,60,10,60
RUN-001555,40,80,15,30
RUN-001556,40,60,15,30
RUN-001557,40,60,15,45
RUN-001558,50,80,10,60
RUN-001559,50,80,20,60
RUN-001560,40,80,20,45
RUN-001561,40,80,20,30
RUN-001562,50,80,15,45
RUN-001563,50,60,10,45
RUN-001564,50,80,15,45
RUN-001565,50,80,20,30
RUN-001566,50,80,20,30
RUN-001567,30,80,10,30
RUN-001568,50,60,15,30
RUN-001569,40,80,10,30
RUN-001570,50,60,15,60
RUN-001571,40,60,15,60
RUN-001572,40,80,15,60
RUN-001573,50,80,15,60
RUN-001574,50,80,10,60
RUN-001575,50,80,10,60
RUN-001576,30,80,20,30
RUN-001577,50,80,20,30
RUN-001578,30,60,10,45
RUN-001579,50,80,15,45
RUN-001580,30,80,10,60
RUN-001581,40,80,15,60
RUN-001582,50,60,20,30
RUN-001583,50,80,15,45
RUN-001584,40,80,20,45
RUN-001585,40,60,10,30
RUN-001586,40,60,15,45
RUN-001587,40,60,10,45
RUN-001588,50,80,10,60
RUN-001589,50,80,15,45
RUN-001590,30,60,10,45
RUN-001591,40,80,15,30
RUN-001592,30,80,15,45
RUN-001593,30,80,10,45
RUN-001594,50,80,15,30
RUN-001595,50,60,20,30
RUN-001596,30,60,10,45
RUN-001597,30,60,10,60
RUN-001598,40,80,20,30
RUN-001599,30,80,15,45
RUN-001600,40,60,20,30
RUN-001601,30,60,15,30
RUN-001602,30,60,15,60
RUN-001603,50,80,10,45
RUN-001604,40,60,10,30
RUN-001605,30,80,20,60
RUN-001606,30,80,15,45
RUN-001607,40,80,20,60
RUN-001608,30,80,10,30
RUN-001609,30,80,10,60
RUN-001610,30,80,10,45
RUN-001611,40,60,20,30
RUN-001612,30,80,20,60
RUN-001613,30,80,20,60
RUN-001614,40,60,20,45
RUN-001615,30,60,20,60
RUN-001616,30,60,15,45
RUN-001617,40,60,10,45
RUN-001618,30,60,15,45
RUN-001619,40,60,20,60
RUN-001620,50,80,20,30
RUN-001621,30,60,15,60
RUN-001622,30,80,10,60
RUN-001623,30,80,15,45
RUN-001624,40,60,10,60
RUN-001625,30,60,20,60
RUN-001626,50,80,10,60
RUN-001627,40,80,10,45
RUN-001628,50,60,15,45
RUN-001629,40,60,10,30
RUN-001630,30,80,15,45
RUN-001631,30,80,20,30
RUN-001632,30,60,20,45
RUN-001633,50,60,20,45
RUN-001634,40,60,20,45
RUN-001635,40,60,10,30
RUN-001636,40,60,20,45
RUN-001637,50,80,10,30
RUN-001638,50,60,20,60
RUN-001639,50,60,15,45
RUN-001640,30,80,15,60
RUN-001641,50,60,20,30
RUN-001642,50,60,15,30
RUN-001643,40,60,10,60
RUN-001644,30,80,15,30
RUN-001645,40,80,20,60
RUN-001646,40,80,10,45
RUN-001647,30,80,15,45
RUN-001648,40,80,20,30
RUN-001649,50,60,10,60
RUN-001650,30,60,10,30
RUN-001651,30,80,15,60
RUN-001652,50,80,10,30
RUN-001653,40,60,15,45
RUN-001654,50,80,10,30
RUN-001655,30,80,15,30
RUN-001656,50,60,15,60
RUN-001657,30,80,15,60
RUN-001658,50,80,20,30
RUN-001659,30,60,10,45
RUN-001660,30,60,20,30
RUN-001661,50,80,15,30
RUN-001662,30,80,20,45
RUN-001663,30,60,20,60
RUN-001664,40,80,20,45
RUN-001665,40,60,20,30
RUN-001666,50,80,20,45
RUN-001667,40,60,10,30
RUN-001668,50,80,15,45
RUN-001669,30,80,15,60
RUN-001670,30,60,20,30
RUN-001671,30,60,10,45
RUN-001672,40,80,20,45
RUN-001673,30,80,20,45
RUN-001674,30,80,20,45
RUN-001675,50,60,15,60
RUN-001676,50,60,10,30
RUN-001677,50,60,20,60
RUN-001678,50,80,10,30
RUN-001679,40,80,15,45
RUN-001680,50,80,15,60
RUN-001681,40,60,15,60
RUN-001682,50,60,20,30
RUN-001683,40,60,15,30
RUN-001684,50,80,10,45
RUN-001685,40,60,20,60
RUN-001686,40,80,10,30
RUN-001687,30,80,10,30
RUN-001688,50,60,15,60
RUN-001689,30,60,10,30
RUN-001690,30,80,10,45
RUN-001691,40,60,10,45
RUN-001692,30,60,15,60
RUN-001693,50,80,20,60
RUN-001694,40,80,20,45
RUN-001695,30,60,15,60
RUN-001696,40,80,10,45
RUN-001697,40,80,15,60
RUN-001698,40,60,10,45
RUN-001699,30,60,20,45
RUN-001700,30,80,15,30
RUN-001701,50,80,10,60
RUN-001702,40,60,20,60
RUN-001703,50,80,20,60
RUN-001704,50,80,20,45
RUN-001705,50,80,20,45
RUN-001706,30,80,15,45
RUN-001707,40,60,10,30
RUN-001708,40,80,15,30
RUN-001709,30,80,15,60
RUN-001710,50,80,20,30
RUN-001711,40,60,10,30
RUN-001712,50,80,10,45
RUN-001713,30,80,10,45
RUN-001714,50,80,20,30
RUN-001715,30,60,15,60
RUN-001716,30,80,10,45
RUN-001717,30,60,15,60
RUN-001718,40,80,20,45
RUN-001719,30,80,15,45
RUN-001720,30,60,20,45
RUN-001721,40,80,10,45
RUN-001722,50,80,15,60
RUN-001723,50,60,15,60
RUN-001724,50,80,10,45
RUN-001725,30,80,15,60
RUN-001726,30,80,15,45
RUN-001727,30,60,10,45
RUN-001728,30,60,10,45
RUN-001729,30,80,10,45
RUN-001730,50,80,10,45
RUN-001731,30,60,20,60
RUN-001732,30,60,10,30
RUN-001733,40,80,20,30
RUN-001734,30,80,10,45
RUN-001735,50,80,20,45
RUN-001736,30,80,10,30
RUN-001737,40,60,15,30
RUN-001738,50,80,15,30
RUN-001739,40,60,15,45
RUN-001740,50,60,10,60
RUN-001741,30,60,15,60
RUN-001742,50,60,10,60
RUN-001743,40,60,15,30
RUN-001744,40,60,15,30
RUN-001745,30,80,20,45
RUN-001746,30,60,10,45
RUN-001747,30,80,10,45
RUN-001748,50,80,15,30
RUN-001749,50,80,20,60
RUN-001750,30,60,10,30
RUN-001751,50,80,15,30
RUN-001752,40,80,20,30
RUN-001753,30,60,15,45
RUN-001754,30,80,15,30
RUN-001755,50,60,20,30
RUN-001756,40,80,10,30
RUN-001757,50,60,15,45
RUN-001758,30,60,15,30
RUN-001759,50,60,20,45
RUN-001760,50,60,10,30
RUN-001761,30,80,10,45
RUN-001762,40,60,15,60
RUN-001763,30,60,20,45
RUN-001764,30,80,15,30
RUN-001765,50,60,20,30
RUN-001766,40,80,20,45
RUN-001767,30,60,20,45
RUN-001768,30,60,20,45
RUN-001769,40,80,15,30
RUN-001770,50,80,10,30
RUN-001771,40,80,10,60
RUN-001772,40,60,10,30
RUN-001773,40,80,20,30
RUN-001774,30,60,10,30
RUN-001775,30,60,20,60
RUN-001776,40,60,15,60
RUN-001777,30,80,15,45
RUN-001778,40,60,20,30
RUN-001779,30,80,10,30
RUN-001780,50,80,20,30
RUN-001781,50,60,10,45
RUN-001782,50,80,10,30
RUN-001783,30,80,20,45
RUN-001784,30,60,20,30
RUN-001785,40,80,10,45
RUN-001786,30,80,15,30
RUN-001787,30,60,10,45
RUN-001788,40,80,20,45
RUN-001789,30,60,20,45
RUN-001790,40,60,15,30
RUN-001791,30,60,10,30
RUN-001792,30,80,10,30
RUN-001793,50,80,20,45
RUN-001794,40,60,10,30
RUN-001795,50,80,20,30
RUN-001796,40,80,20,60
RUN-001797,40,60,20,60
RUN-001798,50,80,10,60
RUN-001799,40,80,10,30
RUN-001800,50,60,10,45
RUN-001801,30,60,10,60
RUN-001802,30,80,15,30
RUN-001803,50,60,15,30
RUN-001804,30,60,15,60
RUN-001805,40,80,15,45
RUN-001806,40,80,20,45
RUN-001807,30,60,15,45
RUN-001808,40,80,10,30
RUN-001809,30,60,10,45
RUN-001810,30,80,20,30
RUN-001811,30,80,15,60
RUN-001812,50,60,15,45
RUN-001813,50,80,15,45
RUN-001814,40,80,10,60
RUN-001815,30,60,15,45
RUN-001816,40,60,20,30
RUN-001817,50,60,20,30
RUN-001818,30,60,10,30
RUN-001819,50,60,10,30
RUN-001820,50,80,20,30
RUN-001821,30,80,10,45
RUN-001822,30,80,15,30
RUN-001823,50,60,15,60
RUN-001824,40,80,20,30
RUN-001825,50,80,15,30
RUN-001826,30,60,15,45
RUN-001827,50,80,10,60
RUN-001828,40,80,15,45
RUN-001829,50,60,10,45
RUN-001830,40,80,20,45
RUN-001831,30,80,10,60
RUN-001832,30,60,10,30
RUN-001833,50,60,10,60
RUN-001834,40,60,20,60
RUN-001835,40,60,10,30
RUN-001836,50,80,10,30
RUN-001837,50,60,10,60
RUN-001838,50,60,20,60
RUN-001839,50,80,10,60
RUN-001840,50,80,15,45
RUN-001841,50,80,10,60
RUN-001842,50,80,15,30
RUN-001843,40,80,20,60
RUN-001844,50,60,15,60
RUN-001845,30,60,10,45
RUN-001846,40,60,10,60
RUN-001847,30,80,15,30
RUN-001848,30,80,20,45
RUN-001849,50,60,20,30
RUN-001850,40,60,15,30
RUN-001851,40,80,15,60
RUN-001852,40,80,20,30
RUN-001853,40,80,15,60
RUN-001854,50,60,15,45
RUN-001855,30,80,20,60
RUN-001856,40,80,10,45
RUN-001857,50,80,20,60
RUN-001858,30,80,15,60
