run_id,cond_force_n,cond_rpm,cond_sweep_mms,cond_time_s
RUN-000928,30,80,10,60
RUN-000929,40,80,20,30
RUN-000930,50,60,20,45
RUN-000931,50,80,15,45
RUN-000932,40,80,15,30
RUN-000933,50,60,20,45
RUN-000934,30,80,10,60
RUN-000935,40,60,20,30
RUN-000936,40,60,15,60
RUN-000937,50,80,20,30
RUN-000938,30,80,20,30
RUN-000939,40,60,15,30
RUN-000940,30,60,15,60
RUN-000941,50,80,15,30
RUN-000942,50,80,15,60
RUN-000943,50,80,10,45
RUN-000944,50,80,15,30
RUN-000945,50,60,20,60
RUN-000946,40,80,10,60
RUN-000947,30,80,10,30
RUN-000948,40,60,20,45
RUN-000949,40,80,15,30
RUN-000950,30,60,15,45
RUN-000951,30,80,20,30
RUN-000952,40,60,20,60
RUN-000953,50,80,10,45
RUN-000954,50,60,20,45
RUN-000955,30,80,10,45
RUN-000956,50,80,20,60
RUN-000957,40,60,20,30
RUN-000958,40,80,10,30
RUN-000959,40,60,20,60
RUN-000960,50,60,10,60
RUN-000961,50,80,10,30
RUN-000962,40,80,20,60
RUN-000963,30,60,20,60
RUN-000964,40,60,20,60
RUN-000965,50,80,20,60
RUN-000966,50,60,20,30
RUN-000967,40,80,20,60
RUN-000968,50,60,15,60
RUN-000969,50,80,20,45
RUN-000970,50,80,15,60
RUN-000971,50,80,20,60
RUN-000972,30,80,20,60
RUN-000973,40,80,15,45
RUN-000974,40,80,20,30
RUN-000975,30,80,10,60
RUN-000976,50,80,20,45
RUN-000977,40,80,10,60
RUN-000978,50,60,15,60
RUN-000979,40,80,15,30
RUN-000980,50,60,10,45
RUN-000981,50,80,20,45
RUN-000982,40,60,20,45
RUN-000983,40,80,20,45
RUN-000984,40,80,10,60
RUN-000985,50,60,10,60
RUN-000986,40,80,20,60
RUN-000987,50,80,15,30
RUN-000988,40,60,15,45
RUN-000989,40,80,15,45
RUN-000990,30,60,20,60
RUN-000991,50,60,10,30
RUN-000992,30,60,10,30
RUN-000993,40,80,20,30
RUN-000994,50,80,15,45
RUN-000995,50,60,20,30
RUN-000996,40,80,15,60
RUN-000997,30,60,20,45
RUN-000998,40,80,10,45
RUN-000999,40,60,20,60
RUN-001000,50,80,10,30
RUN-001001,50,80,20,60
RUN-001002,40,60,15,60
RUN-001003,30,60,10,30
RUN-001004,40,80,20,30
RUN-001005,50,60,10,45
RUN-001006,30,60,15,30
RUN-001007,50,80,10,30
RUN-001008,30,80,20,30
RUN-001009,40,60,20,45
RUN-001010,50,60,10,30
RUN-001011,40,60,15,60
RUN-001012,40,80,15,45
RUN-001013,40,60,10,60
RUN-001014,50,60,10,30
RUN-001015,50,80,20,60
RUN-001016,50,80,10,30
RUN-001017,40,80,15,45
RUN-001018,40,60,10,30
RUN-001019,40,60,20,30
RUN-001020,50,80,10,30
RUN-001021,30,60,20,45
RUN-001022,30,60,20,30
RUN-001023,30,80,20,60
RUN-001024,30,60,20,45
RUN-001025,30,60,20,45
RUN-001026,30,60,10,60
RUN-001027,30,80,15,45
RUN-001028,40,60,20,60
RUN-001029,50,80,15,60
RUN-001030,40,80,20,60
RUN-001031,40,80,10,30
RUN-001032,40,60,10,45
RUN-001033,30,80,10,45
RUN-001034,40,60,15,60
RUN-001035,50,80,20,60
RUN-001036,40,80,20,30
RUN-001037,40,80,15,60
RUN-001038,40,60,20,60
RUN-001039,30,60,15,45
RUN-001040,50,80,15,60
RUN-001041,30,60,10,60
RUN-001042,50,80,20,60
RUN-001043,40,60,10,30
RUN-001044,50,60,20,60
RUN-001045,50,60,10,45
RUN-001046,50,60,15,45
RUN-001047,40,60,10,60
RUN-001048,30,80,10,30
RUN-001049,30,80,20,30
RUN-001050,40,60,10,60
RUN-001051,50,60,15,60
RUN-001052,40,80,20,45
RUN-001053,30,80,20,30
RUN-001054,50,80,15,30
RUN-001055,50,60,15,60
RUN-001056,50,60,10,30
RUN-001057,50,60,20,60
RUN-001058,40,60,15,60
RUN-001059,40,80,20,60
RUN-001060,30,80,15,60
RUN-001061,50,60,10,60
RUN-001062,40,60,15,45
RUN-001063,30,80,10,45
RUN-001064,30,60,10,30
RUN-001065,40,60,15,45
RUN-001066,30,80,15,30
RUN-001067,50,80,15,60
RUN-001068,40,80,10,45
RUN-001069,40,60,15,60
RUN-001070,40,60,15,45
RUN-001071,50,80,20,30
RUN-001072,30,80,15,45
RUN-001073,50,80,10,45
RUN-001074,50,80,15,60
RUN-001075,40,80,10,45
RUN-001076,40,80,15,60
RUN-001077,30,60,15,30
RUN-001078,50,80,10,60
RUN-001079,40,60,10,30
RUN-001080,40,60,15,30
RUN-001081,50,60,10,30
RUN-001082,40,60,15,60
RUN-001083,40,60,20,45
RUN-001084,50,80,15,60
RUN-001085,40,60,20,30
RUN-001086,30,80,15,60
RUN-001087,30,80,10,60
RUN-001088,30,80,10,60
RUN-001089,40,60,10,30
RUN-001090,30,60,20,45
RUN-001091,40,60,15,60
RUN-001092,30,60,10,60
RUN-001093,30,60,15,30
RUN-001094,30,80,20,30
RUN-001095,30,60,20,60
RUN-001096,30,60,10,30
RUN-001097,50,60,10,30
RUN-001098,40,60,10,60
RUN-001099,30,80,15,60
RUN-001100,30,80,10,30
RUN-001101,40,60,15,45
RUN-001102,50,80,15,60
RUN-001103,30,60,20,45
RUN-001104,40,80,15,60
RUN-001105,50,60,10,45
RUN-001106,40,80,20,60
RUN-001107,30,60,10,60
RUN-001108,40,80,20,45
RUN-001109,40,60,10,45
RUN-001110,40,80,15,60
RUN-001111,40,60,10,30
RUN-001112,50,60,10,45
RUN-001113,40,80,15,60
RUN-001114,40,60,15,60
RUN-001115,40,80,15,60
RUN-001116,30,60,10,60
RUN-001117,50,60,15,45
RUN-001118,30,80,20,60
RUN-001119,50,80,20,45
RUN-001120,40,60,10,45
RUN-001121,40,80,10,45
RUN-001122,30,80,20,30
RUN-001123,40,80,20,30
RUN-001124,30,60,15,45
RUN-001125,30,60,10,60
RUN-001126,50,60,15,30
RUN-001127,50,60,10,60
RUN-001128,40,80,20,60
RUN-001129,30,60,15,60
RUN-001130,50,80,15,30
RUN-001131,40,60,15,45
RUN-001132,50,80,20,60
RUN-001133,40,60,20,30
RUN-001134,30,80,10,30
RUN-001135,30,60,15,45
RUN-001136,30,80,10,30
RUN-001137,40,80,20,45
RUN-001138,40,60,10,30
RUN-001139,40,80,20,45
RUN-001140,40,60,10,30
RUN-001141,30,80,15,45
RUN-001142,40,80,20,45
RUN-001143,40,60,20,60
RUN-001144,50,80,10,45
RUN-001145,50,60,10,30
RUN-001146,30,60,20,30
RUN-001147,30,80,10,45
RUN-001148,30,80,20,30
RUN-001149,40,80,15,30
RUN-001150,40,80,20,30
RUN-001151,30,60,10,60
RUN-001152,50,60,10,60
RUN-001153,30,80,20,45
RUN-001154,40,60,20,30
RUN-001155,30,80,20,60
RUN-001156,30,80,15,45
RUN-001157,40,80,20,30
RUN-001158,50,60,10,60
RUN-001159,50,80,10,60
RUN-001160,30,80,15,60
RUN-001161,40,80,15,60
RUN-001162,40,80,15,45
RUN-001163,30,60,20,30
RUN-001164,40,80,20,60
RUN-001165,40,60,10,45
RUN-001166,30,80,10,60
RUN-001167,30,80,15,60
RUN-001168,50,80,10,30
RUN-001169,40,60,10,30
RUN-001170,50,80,15,45
RUN-001171,30,60,15,45
RUN-001172,50,80,10,45
RUN-001173,40,60,15,45
RUN-001174,40,80,10,45
RUN-001175,30,60,15,30
RUN-001176,40,60,15,30
RUN-001177,30,80,15,30
RUN-001178,40,80,15,60
RUN-001179,30,60,10,60
RUN-001180,30,80,20,45
RUN-001181,30,60,20,60
RUN-001182,30,60,15,45
RUN-001183,40,60,10,30
RUN-001184,50,80,10,45
RUN-001185,30,60,20,45
RUN-001186,30,60,10,45
RUN-001187,40,80,10,45
RUN-001188,40,80,10,60
RUN-001189,30,60,15,45
RUN-001190,50,80,15,45
RUN-001191,50,80,15,30
RUN-001192,30,80,15,30
RUN-001193,50,60,20,45
RUN-001194,30,60,10,60
RUN-001195,30,80,15,30
RUN-001196,50,60,10,60
RUN-001197,30,60,15,45
RUN-001198,40,60,20,45
RUN-001199,50,60,15,30
RUN-001200,30,80,20,45
RUN-001201,40,80,20,60
RUN-001202,50,60,15,60
RUN-001203,30,60,10,60
RUN-001204,50,60,10,45
RUN-001205,40,80,15,45
RUN-001206,50,80,20,45
RUN-001207,50,80,10,60
RUN-001208,40,80,15,60
RUN-001209,40,60,15,30
RUN-001210,30,80,10,45
RUN-001211,50,60,15,60
RUN-001212,50,60,20,45
RUN-001213,30,80,20,30
RUN-001214,30,60,15,30
RUN-001215,50,80,10,60
RUN-001216,40,60,20,45
RUN-001217,40,80,20,30
RUN-001218,30,80,20,30
RUN-001219,40,80,15,30
RUN-001220,30,60,10,30
RUN-001221,40,60,10,60
RUN-001222,40,80,20,60
RUN-001223,50,60,20,60
RUN-001224,40,80,10,30
RUN-001225,40,60,10,45
RUN-001226,40,60,20,60
RUN-001227,30,60,10,60
RUN-001228,50,60,10,30
RUN-001229,50,80,20,30
RUN-001230,40,80,10,45
RUN-001231,30,60,10,30
RUN-001232,50,80,10,60
RUN-001233,40,80,10,60
RUN-001234,30,80,10,30
RUN-001235,50,80,20,60
RUN-001236,40,60,15,30
RUN-001237,40,60,20,60
RUN-001238,40,60,15,30
RUN-001239,40,60,20,45
RUN-001240,40,80,10,45
RUN-001241,30,60,10,45
RUN-001242,50,80,15,45
RUN-001243,50,80,10,60
RUN-001244,30,60,15,60
RUN-001245,50,80,10,60
RUN-001246,30,80,20,45
RUN-001247,30,60,15,30
RUN-001248,30,60,20,45
RUN-001249,40,60,10,30
RUN-001250,30,60,20,45
RUN-001251,30,80,15,60
RUN-001252,30,60,15,45
RUN-001253,50,80,10,45
RUN-001254,40,60,15,30
RUN-001255,30,60,20,60
RUN-001256,40,80,20,45
RUN-001257,50,60,20,45
RUN-001258,50,60,10,45
RUN-001259,30,80,20,45
RUN-001260,40,80,10,45
RUN-001261,50,60,20,60
RUN-001262,50,80,20,30
RUN-001263,30,60,10,60
RUN-001264,50,80,15,30
RUN-001265,40,60,20,60
RUN-001266,30,80,15,45
RUN-001267,50,60,20,30
RUN-001268,40,60,15,45
RUN-001269,30,60,15,45
RUN-001270,50,60,20,45
RUN-001271,40,80,15,30
RUN-001272,40,80,15,30
RUN-001273,30,80,10,45
RUN-001274,50,80,15,45
RUN-001275,30,60,10,60
RUN-001276,50,80,10,60
RUN-001277,40,60,15,45
RUN-001278,40,60,15,60
RUN-001279,40,80,10,30
RUN-001280,30,80,10,45
RUN-001281,40,60,20,30
RUN-001282,40,60,10,45
RUN-001283,50,80,10,30
RUN-001284,30,80,10,30
RUN-001285,30,60,15,60
RUN-001286,50,60,10,60
RUN-001287,40,80,20,60
RUN-001288,50,60,10,30
RUN-001289,40,60,15,45
RUN-001290,50,80,15,60
RUN-001291,40,60,20,30
RUN-001292,40,80,20,60
RUN-001293,40,80,15,45
RUN-001294,30,60,20,45
RUN-001295,50,80,15,45
RUN-001296,50,80,20,30
RUN-001297,50,60,15,30
RUN-001298,30,60,20,60
RUN-001299,30,80,20,60
RUN-001300,30,60,15,30
RUN-001301,30,80,15,30
RUN-001302,30,80,20,45
RUN-001303,50,60,15,45
RUN-001304,40,80,10,30
RUN-001305,40,60,20,60
RUN-001306,30,60,20,30
RUN-001307,40,60,20,60
RUN-001308,50,60,15,30
RUN-001309,50,60,20,30
RUN-001310,40,60,20,45
RUN-001311,50,80,20,60
RUN-001312,40,60,10,30
RUN-001313,40,60,20,60
RUN-001314,50,80,15,60
RUN-001315,50,80,20,45
RUN-001316,40,80,15,45
RUN-001317,30,80,15,45
RUN-001318,50,60,15,45
RUN-001319,50,80,20,30
RUN-001320,40,80,10,30
RUN-001321,40,60,10,30
RUN-001322,40,80,20,45
RUN-001323,30,60,15,45
RUN-001324,30,80,20,45
RUN-001325,40,80,15,30
RUN-001326,50,60,20,30
RUN-001327,40,60,20,30
RUN-001328,30,80,10,60
RUN-001329,50,80,20,60
RUN-001330,40,60,20,30
RUN-001331,40,80,10,30
RUN-001332,40,80,10,30
RUN-001333,40,80,15,30
RUN-001334,30,60,15,45
RUN-001335,50,80,15,60
RUN-001336,40,60,10,30
RUN-001337,40,60,10,30
RUN-001338,40,60,10,30
RUN-001339,40,60,10,60
RUN-001340,30,60,15,45
RUN-001341,30,60,10,60
RUN-001342,40,60,15,45
RUN-001343,30,80,10,60
RUN-001344,50,80,20,60
RUN-001345,40,60,15,45
RUN-001346,50,80,10,45
RUN-001347,40,60,15,45
RUN-001348,50,80,10,45
RUN-001349,40,60,15,30
RUN-001350,50,60,20,30
RUN-001351,40,60,20,30
RUN-001352,40,80,20,45
RUN-001353,30,60,15,45
RUN-001354,50,60,20,45
RUN-001355,50,60,10,45
RUN-001356,30,60,10,45
RUN-001357,50,60,20,45
RUN-001358,40,80,15,60
RUN-001359,30,80,10,60
RUN-001360,50,60,10,45
RUN-001361,40,80,15,30
RUN-001362,40,80,10,45
RUN-001363,30,60,10,30
RUN-001364,50,80,10,30
RUN-001365,40,80,15,30
RUN-001366,30,60,15,60
RUN-001367,40,80,15,30
RUN-001368,40,80,10,60
RUN-001369,50,60,15,30
RUN-001370,30,80,10,60
RUN-001371,50,60,15,30
RUN-001372,50,80,20,45
RUN-001373,40,80,10,45
RUN-001374,30,80,15,60
RUN-001375,40,80,10,60
RUN-001376,40,60,10,30
RUN-001377,40,60,20,60
RUN-001378,50,80,20,30
RUN-001379,40,80,20,45
RUN-001380,30,60,20,45
RUN-001381,30,80,15,45
RUN-001382,30,80,15,30
RUN-001383,40,80,15,30
RUN-001384,30,60,20,45
RUN-001385,30,80,10,45
RUN-001386,50,60,10,60
RUN-001387,30,60,10,45
RUN-001388,40,60,10,30
RUN-001389,30,60,20,60
RUN-001390,50,80,20,45
RUN-001391,50,80,10,30
RUN-001392,30,60,10,45
RUN-001393,40,80,20,45
RUN-001394,40,80,20,60
RUN-001395,40,80,15,45
RUN-001396,50,80,20,30
RUN-001397,40,80,20,30
RUN-001398,30,80,10,60
RUN-001399,50,60,15,60
RUN-001400,50,60,20,45
RUN-001401,50,60,10,45
RUN-001402,30,80,15,45
RUN-001403,30,80,20,45
RUN-001404,50,80,15,30
RUN-001405,40,80,10,45
RUN-001406,50,60,20,45
RUN-001407,40,80,10,60
RUN-001408,30,60,20,45
RUN-001409,40,60,15,45
RUN-001410,50,80,20,30
RUN-001411,40,80,10,60
RUN-001412,40,80,10,45
RUN-001413,50,80,20,45
RUN-001414,40,60,15,30
RUN-001415,40,60,15,45
RUN-001416,50,60,10,45
RUN-001417,40,60,15,60
RUN-001418,40,80,15,30
RUN-001419,40,60,20,45
RUN-001420,50,80,10,45
RUN-001421,50,60,15,30
RUN-001422,40,80,15,45
RUN-001423,50,60,15,45
RUN-001424,40,60,20,30
RUN-001425,30,80,20,60
RUN-001426,50,80,15,45
RUN-001427,30,60,10,45
RUN-001428,30,80,20,45
RUN-001429,40,60,15,60
RUN-001430,40,80,20,60
RUN-001431,50,80,15,60
RUN-001432,50,80,20,30
RUN-001433,30,80,10,60
RUN-001434,30,60,15,45
RUN-001435,40,60,20,45
RUN-001436,30,60,10,45
RUN-001437,30,60,15,60
RUN-001438,40,80,20,60
RUN-001439,30,60,10,30
RUN-001440,50,60,10,60
RUN-001441,50,60,10,30
RUN-001442,50,60,10,30
RUN-001443,50,60,20,60
RUN-001444,30,60,10,45
RUN-001445,30,60,10,45
RUN-001446,50,60,20,60
RUN-001447,50,80,15,30
RUN-001448,40,80,20,45
RUN-001449,30,60,20,45
RUN-001450,40,80,20,60
RUN-001451,30,80,15,45
RUN-001452,30,60,10,60
RUN-001453,40,60,20,60
RUN-001454,50,60,10,30
RUN-001455,40,80,10,60
RUN-001456,40,80,10,45
RUN-001457,30,60,20,30
RUN-001458,30,60,10,45
RUN-001459,40,60,10,45
RUN-001460,30,60,20,30
RUN-001461,30,80,10,30
RUN-001462,50,60,15,45
RUN-001463,30,80,20,30
RUN-001464,30,80,10,60
RUN-001465,40,60,10,45
RUN-001466,30,60,20,60
RUN-001467,40,60,20,60
RUN-001468,30,80,15,30
RUN-001469,50,80,20,45
RUN-001470,50,80,20,45
RUN-001471,30,80,20,45
RUN-001472,50,60,20,30
RUN-001473,50,60,20,60
RUN-001474,30,60,10,45
RUN-001475,50,80,20,45
RUN-001476,30,60,15,60
RUN-001477,50,80,20,30
RUN-001478,40,60,20,60
RUN-001479,50,60,20,30
RUN-001480,50,80,15,60
RUN-001481,50,80,10,45
RUN-001482,40,60,20,30
RUN-001483,40,60,15,60
RUN-001484,50,60,15,45
RUN-001485,30,80,20,45
RUN-001486,30,80,20,45
RUN-001487,50,80,20,45
RUN-001488,50,60,15,45
RUN-001489,50,80,10,60
RUN-001490,40,80,20,30
RUN-001491,40,80,20,30
RUN-001492,50,60,20,45
RUN-001493,50,60,10,60
RUN-001494,50,60,20,60
RUN-001495,30,80,15,60
RUN-001496,50,60,20,60
RUN-001497,50,60,10,30
RUN-001498,30,60,20,60
RUN-001499,30,80,15,30
RUN-001500,30,80,15,45
RUN-001501,40,60,10,60
RUN-001502,30,80,10,45
RUN-001503,50,80,10,45
RUN-001504,50,60,15,45
RUN-001505,30,60,20,45
RUN-001506,30,60,15,45
RUN-001507,40,80,15,30
RUN-001508,50,60,15,30
RUN-001509,30,80,15,60
RUN-001510,30,60,10,45
RUN-001511,30,80,15,45
RUN-001512,30,60,15,30
RUN-001513,40,60,20,60
RUN-001514,30,80,20,30
RUN-001515,30,60,20,45
RUN-001516,30,80,20,60
RUN-001517,40,60,10,45
RUN-001518,40,80,10,30
RUN-001519,40,60,15,45
RUN-001520,40,60,10,60
RUN-001521,40,60,20,30
RUN-001522,30,60,15,60
RUN-001523,40,80,15,30
RUN-001524,50,80,20,30
RUN-001525,40,80,20,30
RUN-001526,40,80,20,45
RUN-001527,40,80,20,60
RUN-001528,40,80,15,45
RUN-001529,50,80,20,30
RUN-001530,30,80,10,30
RUN-001531,40,60,15,60
RUN-001532,40,80,15,30
RUN-001533,40,80,20,30
RUN-001534,50,60,10,45
RUN-001535,50,60,20,45
RUN-001536,50,80,15,45
RUN-001537,50,60,20,45
RUN-001538,50,80,10,45
RUN-001539,40,80,15,30
RUN-001540,40,80,15,60
RUN-001541,30,60,10,60
RUN-001542,30,60,20,60
RUN-001543,50,60,10,60
RUN-001544,30,80,10,60
RUN-001545,50,60,15,30
RUN-001546,30,60,20,45
RUN-001547,30,80,10,60
RUN-001548,30,80,10,60
RUN-001549,50,60,10,60
RUN-001550,50,80,10,60
RUN-001551,30,80,15,30
RUN-001552,40,80,20,60
RUN-001553,30,80,10,60
RUN-001554,50,60,20,45
RUN-001555,50,80,20,30
RUN-001556,30,80,15,60
RUN-001557,40,60,20,45
RUN-001558,50,80,20,30
RUN-001559,40,80,10,30
RUN-001560,30,60,10,45
RUN-001561,40,60,15,30
RUN-001562,30,80,10,45
RUN-001563,50,80,20,30
RUN-001564,30,60,10,30
RUN-001565,30,60,10,45
RUN-001566,40,80,10,45
RUN-001567,40,60,10,60
RUN-001568,40,60,20,60
RUN-001569,40,80,20,45
RUN-001570,40,80,15,45
RUN-001571,40,60,10,45
RUN-001572,30,60,20,45
RUN-001573,30,80,10,45
RUN-001574,50,60,20,45
RUN-001575,30,60,20,30
RUN-001576,30,80,10,45
RUN-001577,30,60,10,30
RUN-001578,40,80,20,45
RUN-001579,40,60,15,60
RUN-001580,40,80,20,30
RUN-001581,30,80,15,60
RUN-001582,30,80,10,45
RUN-001583,30,80,20,60
RUN-001584,30,60,20,45
RUN-001585,40,80,15,60
RUN-001586,40,60,15,45
RUN-001587,30,60,10,60
RUN-001588,30,60,15,60
RUN-001589,40,60,20,30
RUN-001590,40,60,15,60
RUN-001591,40,80,20,30
RUN-001592,40,60,20,30
RUN-001593,30,80,20,45
RUN-001594,30,80,15,45
RUN-001595,30,80,15,45
RUN-001596,40,60,10,60
RUN-001597,40,80,20,60
RUN-001598,50,80,15,30
RUN-001599,30,80,15,60
RUN-001600,50,80,15,30
RUN-001601,40,60,15,45
RUN-001602,40,80,10,60
RUN-001603,40,80,15,30
RUN-001604,30,60,10,30
RUN-001605,50,60,15,45
RUN-001606,40,80,15,30
RUN-001607,40,80,20,30
RUN-001608,50,80,15,30
RUN-001609,50,80,15,45
RUN-001610,50,80,10,60
RUN-001611,50,60,10,30
RUN-001612,50,60,10,30
RUN-001613,30,80,15,60
RUN-001614,30,80,10,45
RUN-001615,40,60,15,60
RUN-001616,30,60,20,45
RUN-001617,50,80,15,60
RUN-001618,40,80,20,30
RUN-001619,40,60,10,45
RUN-001620,50,80,20,30
RUN-001621,30,80,20,30
RUN-001622,40,60,15,45
RUN-001623,30,60,10,60
RUN-001624,50,80,15,30
RUN-001625,50,80,20,30
RUN-001626,50,60,15,30
RUN-001627,30,60,15,30
RUN-001628,30,60,20,45
RUN-001629,30,60,20,45
RUN-001630,30,80,15,45
RUN-001631,30,60,10,60
RUN-001632,30,60,15,60
RUN-001633,40,80,20,60
RUN-001634,40,80,10,30
RUN-001635,50,60,10,30
RUN-001636,40,80,10,60
RUN-001637,50,60,20,60
RUN-001638,50,80,20,30
RUN-001639,30,80,15,30
RUN-001640,30,60,20,45
RUN-001641,50,80,20,45
RUN-001642,30,80,15,30
RUN-001643,30,80,15,60
RUN-001644,50,80,10,30
RUN-001645,50,80,20,45
RUN-001646,40,60,10,30
RUN-001647,50,60,15,30
RUN-001648,30,60,15,30
RUN-001649,30,60,15,45
RUN-001650,40,80,15,45
RUN-001651,40,80,15,30
RUN-001652,30,60,10,30
RUN-001653,50,80,10,45
RUN-001654,30,80,15,60
RUN-001655,50,80,10,60
RUN-001656,50,60,20,30
RUN-001657,30,80,20,45
RUN-001658,40,80,20,60
RUN-001659,30,60,20,30
RUN-001660,50,80,10,45
RUN-001661,30,80,20,60
RUN-001662,50,80,20,60
RUN-001663,50,60,20,60
RUN-001664,40,80,10,60
RUN-001665,30,80,15,60
RUN-001666,40,60,10,30
RUN-001667,30,60,10,30
RUN-001668,40,60,20,60
RUN-001669,50,60,20,45
RUN-001670,50,60,15,45
RUN-001671,50,60,10,30
RUN-001672,50,60,20,60
RUN-001673,50,80,15,45
RUN-001674,50,80,20,30
RUN-001675,50,80,20,45
RUN-001676,30,60,20,45
RUN-001677,40,80,20,60
RUN-001678,30,80,15,30
RUN-001679,30,80,20,60
RUN-001680,30,80,20,60
RUN-001681,30,80,20,30
RUN-001682,30,60,10,45
RUN-001683,30,80,10,60
RUN-001684,40,60,20,60
RUN-001685,40,80,10,60
RUN-001686,50,60,20,45
RUN-001687,50,80,10,45
RUN-001688,30,60,20,45
RUN-001689,50,80,20,30
RUN-001690,50,80,15,45
RUN-001691,50,80,15,45
RUN-001692,50,60,15,60
RUN-001693,30,60,20,30
RUN-001694,40,80,20,60
RUN-001695,30,80,10,30
RUN-001696,50,60,10,45
RUN-001697,30,60,10,60
RUN-001698,30,60,20,45
RUN-001699,40,80,10,30
RUN-001700,30,60,20,30
RUN-001701,50,80,20,30
RUN-001702,50,60,15,60
RUN-001703,50,80,15,45
RUN-001704,50,80,15,60
RUN-001705,40,60,10,30
RUN-001706,50,60,10,45
RUN-001707,30,60,15,30
RUN-001708,40,60,15,30
RUN-001709,40,60,20,30
RUN-001710,30,80,10,60
RUN-001711,30,60,20,60
RUN-001712,50,80,10,30
RUN-001713,50,80,10,30
RUN-001714,40,60,10,45
RUN-001715,30,80,15,45
RUN-001716,40,60,10,30
RUN-001717,40,60,15,60
RUN-001718,30,60,10,60
RUN-001719,40,80,15,30
RUN-001720,30,60,15,30
RUN-001721,30,60,20,60
RUN-001722,30,80,20,45
RUN-001723,40,60,15,30
RUN-001724,40,60,20,60
RUN-001725,40,60,10,60
RUN-001726,30,60,20,45
RUN-001727,40,60,15,60
RUN-001728,40,80,15,60
RUN-001729,30,80,15,45
RUN-001730,40,80,15,60
RUN-001731,50,80,15,30
RUN-001732,50,60,10,30
RUN-001733,50,60,10,30
RUN-001734,30,60,10,30
RUN-001735,40,60,15,60
RUN-001736,50,80,10,45
RUN-001737,40,80,10,30
RUN-001738,30,80,15,60
RUN-001739,30,80,20,60
RUN-001740,30,60,10,45
RUN-001741,30,80,10,30
RUN-001742,30,60,20,30
RUN-001743,40,60,20,45
RUN-001744,40,60,20,45
RUN-001745,40,80,10,45
RUN-001746,50,60,10,30
RUN-001747,50,60,10,60
RUN-001748,30,80,15,30
RUN-001749,30,60,20,30
RUN-001750,50,80,20,45
RUN-001751,40,80,15,30
RUN-001752,50,60,20,45
RUN-001753,40,80,10,45
RUN-001754,30,60,10,60
RUN-001755,50,80,15,30
RUN-001756,40,60,15,45
RUN-001757,40,60,15,30
RUN-001758,30,80,10,30
RUN-001759,50,60,20,45
RUN-001760,40,60,20,45
RUN-001761,50,60,20,45
RUN-001762,40,60,10,60
RUN-001763,50,80,20,45
RUN-001764,50,80,20,30
RUN-001765,40,60,20,30
RUN-001766,30,60,15,45
RUN-001767,30,60,10,30
RUN-001768,50,80,15,30
RUN-001769,50,60,10,45
RUN-001770,30,80,15,45
RUN-001771,40,80,10,45
RUN-001772,40,80,10,45
RUN-001773,50,80,10,30
RUN-001774,40,80,10,45
RUN-001775,30,80,10,45
RUN-001776,50,80,10,60
RUN-001777,30,80,10,30
RUN-001778,50,80,20,30
RUN-001779,40,60,20,45
RUN-001780,30,80,15,60
RUN-001781,50,80,20,45
RUN-001782,30,80,10,45
RUN-001783,40,60,15,60
RUN-001784,40,60,10,45
RUN-001785,50,60,15,60
RUN-001786,50,60,20,45
RUN-001787,50,60,15,30
RUN-001788,30,80,20,60
RUN-001789,50,80,15,30
RUN-001790,50,80,20,30
RUN-001791,40,80,15,30
RUN-001792,40,80,20,60
RUN-001793,40,80,15,60
RUN-001794,30,80,15,60
RUN-001795,30,80,15,45
RUN-001796,30,80,10,45
RUN-001797,50,60,10,60
RUN-001798,30,60,15,60
RUN-001799,50,80,15,30
RUN-001800,30,60,10,30
RUN-001801,30,60,15,45
RUN-001802,40,60,15,30
RUN-001803,30,80,20,30
RUN-001804,40,80,10,60
RUN-001805,50,80,15,60
RUN-001806,40,60,15,30
RUN-001807,50,60,10,60
RUN-001808,40,80,20,45
RUN-001809,50,80,20,45
RUN-001810,50,80,15,30
RUN-001811,30,60,15,60
RUN-001812,50,80,10,60
RUN-001813,30,80,10,30
RUN-001814,30,80,10,60
RUN-001815,50,60,15,60
RUN-001816,50,60,20,30
RUN-001817,30,80,10,60
RUN-001818,50,60,10,45
RUN-001819,40,60,20,30
RUN-001820,40,60,10,60
RUN-001821,50,80,15,30
RUN-001822,40,60,20,45
RUN-001823,30,60,15,60
RUN-001824,50,60,15,60
RUN-001825,30,80,20,60
RUN-001826,40,60,20,60
RUN-001827,30,80,20,60
RUN-001828,50,80,20,30
RUN-001829,50,60,10,30
RUN-001830,40,60,20,60
RUN-001831,50,80,20,45
RUN-001832,30,60,15,45
RUN-001833,30,60,10,60
RUN-001834,50,80,20,60
RUN-001835,50,80,10,45
RUN-001836,30,60,20,60
RUN-001837,50,80,10,45
RUN-001838,40,60,20,60
RUN-001839,30,60,20,30
RUN-001840,50,60,15,45
RUN-001841,30,60,20,60
RUN-001842,50,60,20,45
RUN-001843,50,80,20,30
RUN-001844,40,60,10,60
RUN-001845,40,60,10,60
RUN-001846,30,80,10,60
RUN-001847,30,80,20,30
RUN-001848,30,80,20,45
RUN-001849,30,80,20,45
RUN-001850,50,80,15,60
RUN-001851,30,60,10,60
RUN-001852,50,60,10,45
RUN-001853,50,60,10,45
RUN-001854,40,80,15,30
RUN-001855,40,60,10,60
RUN-001856,40,80,10,45
RUN-001857,40,80,20,45
RUN-001858,30,60,10,30
