run_id,brush_speed_rpm,contact_force_n,chem_type,chem_conc_pct,megasonic_w,megasonic_khz,di_temp_c,rinse_s,dry_type
RUN-001036,220,7,acidic,0.383,250,800,21.528,40,Marangoni
RUN-001037,200,5,acidic,0.392,150,800,21.389,20,Marangoni
RUN-001038,240,9,acidic,0.491,250,1000,21.548,40,Marangoni
RUN-001039,200,9,acidic,0.293,0,0,21.449,30,Marangoni
RUN-001040,220,7,acidic,0.27,250,1000,21.744,40,SR
RUN-001041,240,7,acidic,0.403,150,1000,21.844,30,Marangoni
RUN-001042,220,9,acidic,0.696,150,800,21.967,30,SR
RUN-001043,240,7,alkaline,1.033,150,800,21.755,20,SR
RUN-001044,200,5,acidic,0.593,0,0,22.011,20,SR
RUN-001045,200,5,acidic,0.461,0,0,21.674,20,Marangoni
RUN-001046,240,7,alkaline,0.842,150,800,20.958,30,SR
RUN-001047,220,5,acidic,0.397,150,800,22.153,20,Marangoni
RUN-001048,240,7,alkaline,0.991,250,800,21.67,30,Marangoni
RUN-001049,220,5,alkaline,1.001,150,1000,21.339,20,Marangoni
RUN-001050,200,9,alkaline,0.849,150,800,21.643,40,SR
RUN-001051,240,5,acidic,0.458,0,0,21.9,20,Marangoni
RUN-001052,200,5,acidic,0.492,150,800,22.15,40,SR
RUN-001053,240,9,alkaline,0.957,150,800,21.855,40,SR
RUN-001054,220,9,alkaline,0.832,250,800,22.067,40,SR
RUN-001055,200,5,alkaline,1.058,250,1000,22.095,20,SR
RUN-001056,200,5,acidic,0.498,250,1000,21.271,20,Marangoni
RUN-001057,200,7,alkaline,0.991,250,800,21.653,40,Marangoni
RUN-001058,200,5,alkaline,0.884,0,0,22.113,20,SR
RUN-001059,220,7,alkaline,1.031,150,800,21.492,30,Marangoni
RUN-001060,220,9,alkaline,1.125,150,1000,21.653,40,SR
RUN-001061,200,7,alkaline,1.03,250,800,22.04,40,Marangoni
RUN-001062,240,7,acidic,0.547,150,1000,21.79,40,Marangoni
RUN-001063,200,9,alkaline,1.059,250,800,21.701,30,SR
RUN-001064,240,7,acidic,0.538,250,1000,21.811,40,SR
RUN-001065,240,9,acidic,0.55,0,0,21.719,40,SR
RUN-001066,200,7,acidic,0.544,150,1000,21.818,20,Marangoni
RUN-001067,220,9,acidic,0.512,150,800,21.806,30,SR
RUN-001068,220,5,acidic,0.666,250,1000,21.458,30,SR
RUN-001069,200,5,alkaline,0.982,150,1000,21.552,30,SR
RUN-001070,200,7,acidic,0.511,150,800,22.379,20,SR
RUN-001071,200,9,alkaline,1.288,150,800,22.206,40,Marangoni
RUN-001072,240,7,acidic,0.537,0,0,22.043,30,SR
RUN-001073,240,5,acidic,0.679,0,0,21.998,30,SR
RUN-001074,220,7,alkaline,1.198,0,0,22.017,30,SR
RUN-001075,200,7,acidic,0.487,150,800,21.379,20,Marangoni
RUN-001076,220,9,alkaline,0.922,250,1000,22.215,20,Marangoni
RUN-001077,240,9,acidic,0.401,250,800,22.409,20,SR
RUN-001078,220,9,acidic,0.46,0,0,21.758,40,SR
RUN-001079,200,7,alkaline,1.066,250,800,22.587,20,SR
RUN-001080,240,5,alkaline,1.144,250,1000,21.714,40,Marangoni
RUN-001081,220,7,alkaline,1.086,150,1000,21.797,30,SR
RUN-001082,220,5,alkaline,1.04,150,1000,21.964,20,Marangoni
RUN-001083,240,9,alkaline,1.005,0,0,21.547,40,Marangoni
RUN-001084,240,7,alkaline,0.965,0,0,22.252,30,SR
RUN-001085,200,9,alkaline,0.889,250,1000,21.616,40,Marangoni
RUN-001086,240,9,acidic,0.39,150,800,21.96,20,SR
RUN-001087,200,5,acidic,0.425,250,800,21.675,20,SR
RUN-001088,240,5,acidic,0.418,250,800,22.057,30,SR
RUN-001089,220,7,alkaline,0.984,150,800,21.768,20,Marangoni
RUN-001090,220,7,alkaline,0.902,150,1000,21.93,20,SR
RUN-001091,220,9,acidic,0.37,150,800,22.029,40,SR
RUN-001092,240,9,acidic,0.34,250,800,21.702,30,SR
RUN-001093,200,7,acidic,0.62,0,0,22.337,30,SR
RUN-001094,240,7,acidic,0.595,0,0,21.635,30,Marangoni
RUN-001095,220,5,alkaline,0.98,250,800,22.261,40,Marangoni
RUN-001096,200,5,alkaline,1.05,0,0,21.698,30,Marangoni
RUN-001097,240,7,acidic,0.531,150,800,21.675,20,SR
RUN-001098,220,7,alkaline,0.953,250,800,21.487,40,Marangoni
RUN-001099,240,5,acidic,0.509,150,800,21.556,20,Marangoni
RUN-001100,240,5,alkaline,1.178,150,1000,21.399,20,Marangoni
RUN-001101,220,5,alkaline,0.827,0,0,21.165,20,Marangoni
RUN-001102,220,9,acidic,0.62,250,1000,21.238,40,SR
RUN-001103,200,7,alkaline,0.848,150,1000,21.894,40,SR
RUN-001104,200,5,acidic,0.523,250,1000,21.881,20,Marangoni
RUN-001105,200,9,acidic,0.603,250,1000,22.07,20,SR
RUN-001106,240,5,acidic,0.483,150,800,21.214,30,SR
RUN-001107,220,9,acidic,0.361,0,0,21.584,40,Marangoni
RUN-001108,240,7,alkaline,0.844,0,0,21.405,20,SR
RUN-001109,240,5,alkaline,0.987,150,800,21.085,20,SR
RUN-001110,240,9,acidic,0.299,150,1000,21.396,30,Marangoni
RUN-001111,200,5,acidic,0.573,150,1000,21.599,40,Marangoni
RUN-001112,220,5,acidic,0.454,0,0,21.075,30,Marangoni
RUN-001113,240,7,acidic,0.568,150,1000,21.53,40,Marangoni
RUN-001114,200,5,alkaline,0.689,250,800,21.474,30,SR
RUN-001115,220,7,acidic,0.66,0,0,21.628,20,SR
RUN-001116,200,9,acidic,0.501,150,800,21.833,30,SR
RUN-001117,200,9,acidic,0.62,0,0,21.795,20,SR
RUN-001118,240,9,acidic,0.492,150,1000,20.822,40,SR
RUN-001119,240,5,acidic,0.477,0,0,21.442,30,SR
RUN-001120,200,9,acidic,0.5,250,800,21.945,20,SR
RUN-001121,240,7,acidic,0.447,0,0,21.794,20,SR
RUN-001122,240,7,acidic,0.459,250,1000,22.329,40,Marangoni
RUN-001123,200,5,acidic,0.455,250,1000,21.648,30,Marangoni
RUN-001124,200,9,alkaline,1.116,250,1000,21.821,30,SR
RUN-001125,220,7,acidic,0.519,250,800,21.282,40,SR
RUN-001126,200,9,alkaline,0.993,150,1000,21.351,20,Marangoni
RUN-001127,240,9,alkaline,0.904,250,800,21.464,30,Marangoni
RUN-001128,240,7,alkaline,0.947,0,0,21.84,30,Marangoni
RUN-001129,220,7,alkaline,1.093,150,1000,21.643,20,SR
RUN-001130,200,5,acidic,0.409,150,800,22.234,20,Marangoni
RUN-001131,200,5,alkaline,0.764,0,0,21.996,20,Marangoni
RUN-001132,220,7,alkaline,1.091,250,1000,21.97,30,SR
RUN-001133,200,7,acidic,0.638,0,0,21.194,20,Marangoni
RUN-001134,220,9,alkaline,0.995,250,800,21.905,20,SR
RUN-001135,240,7,alkaline,1.059,250,1000,21.818,20,Marangoni
RUN-001136,240,9,acidic,0.383,0,0,21.838,30,Marangoni
RUN-001137,240,9,acidic,0.531,250,800,22.107,40,SR
RUN-001138,200,9,acidic,0.474,0,0,22.695,30,SR
RUN-001139,240,9,acidic,0.436,0,0,22.052,20,Marangoni
RUN-001140,220,5,acidic,0.409,250,800,22.077,20,SR
RUN-001141,240,9,acidic,0.521,0,0,22.283,30,SR
RUN-001142,220,9,alkaline,0.898,0,0,22.134,20,SR
RUN-001143,200,7,acidic,0.722,250,800,22.307,30,SR
RUN-001144,220,9,alkaline,1.13,250,800,22.71,20,SR
RUN-001145,240,5,alkaline,0.993,0,0,22.111,40,Marangoni
RUN-001146,240,7,alkaline,0.953,250,1000,22.117,40,SR
RUN-001147,240,5,alkaline,1.023,0,0,22.575,20,Marangoni
RUN-001148,200,7,alkaline,0.867,150,1000,22.417,40,Marangoni
RUN-001149,240,5,alkaline,0.999,250,800,22.475,30,Marangoni
RUN-001150,220,9,alkaline,1.002,0,0,22.074,40,Marangoni
RUN-001151,200,9,acidic,0.723,150,1000,22.578,40,SR
RUN-001152,200,7,acidic,0.36,0,0,22.71,30,SR
RUN-001153,200,5,acidic,0.488,250,800,22.425,30,SR
RUN-001154,220,9,acidic,0.506,0,0,22.037,40,Marangoni
RUN-001155,240,7,acidic,0.456,0,0,22.392,40,SR
RUN-001156,240,5,alkaline,1.057,250,800,22.633,40,Marangoni
RUN-001157,200,7,alkaline,1.105,150,800,22.263,20,SR
RUN-001158,200,5,acidic,0.312,250,800,23.102,20,Marangoni
RUN-001159,200,7,alkaline,0.993,250,1000,22.302,30,SR
RUN-001160,240,7,alkaline,1.171,0,0,22.643,20,SR
RUN-001161,220,7,alkaline,0.885,250,1000,22.344,30,Marangoni
RUN-001162,200,5,alkaline,0.807,250,800,22.793,20,Marangoni
RUN-001163,220,7,alkaline,0.882,0,0,22.405,20,Marangoni
RUN-001164,240,7,alkaline,0.896,250,1000,22.247,40,SR
RUN-001165,240,9,acidic,0.611,250,800,22.254,30,SR
RUN-001166,240,5,alkaline,1.104,150,800,22.36,20,Marangoni
RUN-001167,220,5,alkaline,1.098,0,0,22.403,30,Marangoni
RUN-001168,220,9,acidic,0.469,250,1000,22.502,30,SR
RUN-001169,220,7,acidic,0.586,0,0,22.999,30,Marangoni
RUN-001170,240,9,alkaline,1.097,250,800,22.219,30,SR
RUN-001171,200,9,acidic,0.657,0,0,22.612,40,Marangoni
RUN-001172,220,5,alkaline,0.972,250,800,23.065,40,Marangoni
RUN-001173,220,7,alkaline,1.213,0,0,22.318,20,Marangoni
RUN-001174,200,5,acidic,0.587,150,1000,23.038,30,SR
RUN-001175,200,9,acidic,0.506,250,1000,22.243,40,SR
RUN-001176,240,7,acidic,0.338,150,1000,22.117,20,Marangoni
RUN-001177,200,5,acidic,0.522,150,1000,22.324,20,Marangoni
RUN-001178,220,7,acidic,0.318,0,0,22.229,30,SR
RUN-001179,220,9,acidic,0.461,0,0,22.849,20,SR
RUN-001180,200,5,alkaline,1.051,250,800,22.567,30,SR
RUN-001181,240,7,acidic,0.494,150,800,22.312,40,Marangoni
RUN-001182,220,5,acidic,0.482,0,0,22.614,20,SR
RUN-001183,200,5,acidic,0.522,0,0,22.373,40,Marangoni
RUN-001184,200,9,acidic,0.459,250,1000,22.357,30,SR
RUN-001185,240,7,acidic,0.676,0,0,21.716,40,SR
RUN-001186,200,7,acidic,0.492,0,0,22.395,30,Marangoni
RUN-001187,200,9,alkaline,0.962,150,1000,22.159,30,SR
RUN-001188,220,7,alkaline,0.873,150,1000,22.617,30,Marangoni
RUN-001189,200,9,alkaline,1.246,0,0,21.858,20,Marangoni
RUN-001190,200,5,alkaline,0.963,0,0,22.256,30,Marangoni
RUN-001191,200,9,alkaline,0.936,0,0,22.118,20,SR
RUN-001192,200,5,alkaline,0.973,250,800,21.897,20,Marangoni
RUN-001193,240,9,acidic,0.433,150,1000,22.505,30,SR
RUN-001194,200,9,alkaline,0.956,150,1000,22.388,20,Marangoni
RUN-001195,220,9,acidic,0.489,150,1000,21.894,40,Marangoni
RUN-001196,200,5,alkaline,1.093,0,0,22.029,40,Marangoni
RUN-001197,200,9,alkaline,0.93,250,800,21.922,40,SR
RUN-001198,220,9,alkaline,1.036,250,1000,21.857,20,SR
RUN-001199,200,5,acidic,0.364,150,800,21.735,40,SR
RUN-001200,240,5,acidic,0.488,150,800,21.743,40,Marangoni
RUN-001201,200,9,alkaline,1.156,250,1000,22.294,40,Marangoni
RUN-001202,200,5,alkaline,1.025,150,1000,22.092,40,Marangoni
RUN-001203,200,7,acidic,0.478,150,800,22.246,30,Marangoni
RUN-001204,200,5,acidic,0.681,0,0,22.375,30,SR
RUN-001205,240,9,alkaline,0.828,250,1000,21.841,30,Marangoni
RUN-001206,200,5,acidic,0.474,150,1000,21.903,40,SR
RUN-001207,220,5,acidic,0.626,150,800,22.645,20,SR
RUN-001208,220,9,acidic,0.532,0,0,22.184,30,Marangoni
RUN-001209,220,7,acidic,0.584,250,800,22.491,20,Marangoni
RUN-001210,240,7,acidic,0.773,0,0,22.686,20,Marangoni
RUN-001211,240,9,alkaline,0.985,0,0,21.888,30,SR
RUN-001212,240,5,acidic,0.53,0,0,22.578,20,SR
RUN-001213,240,7,acidic,0.506,150,800,21.84,20,SR
RUN-001214,200,9,acidic,0.611,150,800,21.774,40,Marangoni
RUN-001215,200,7,alkaline,0.946,250,800,21.844,20,SR
RUN-001216,240,7,alkaline,1.185,0,0,22.67,40,SR
RUN-001217,200,5,acidic,0.566,150,800,22.445,30,SR
RUN-001218,200,9,acidic,0.487,0,0,22.35,40,Marangoni
RUN-001219,220,9,acidic,0.444,0,0,22.017,20,Marangoni
RUN-001220,220,7,alkaline,0.981,250,1000,21.12,20,SR
RUN-001221,220,9,acidic,0.386,0,0,22.465,40,Marangoni
RUN-001222,200,9,alkaline,1.169,150,800,22.319,40,SR
RUN-001223,200,7,acidic,0.505,150,800,22.636,40,SR
RUN-001224,220,9,acidic,0.488,250,800,22.5,30,Marangoni
RUN-001225,200,5,acidic,0.488,0,0,22.257,20,SR
RUN-001226,200,5,alkaline,1.022,150,800,22.107,40,Marangoni
RUN-001227,200,5,alkaline,1.068,250,800,22.838,40,SR
RUN-001228,220,7,acidic,0.655,0,0,22.688,40,SR
RUN-001229,220,5,alkaline,1.102,0,0,22.505,20,Marangoni
RUN-001230,240,5,acidic,0.596,0,0,22.313,20,Marangoni
RUN-001231,200,7,alkaline,1.286,150,1000,21.977,40,SR
RUN-001232,240,5,alkaline,0.992,150,800,22.309,20,SR
RUN-001233,240,7,alkaline,1.06,0,0,22.695,20,SR
RUN-001234,200,5,alkaline,1.052,0,0,22.102,20,Marangoni
RUN-001235,200,9,acidic,0.636,0,0,21.938,30,Marangoni
RUN-001236,220,7,alkaline,0.974,150,800,22.555,30,Marangoni
RUN-001237,200,7,alkaline,1.081,250,800,22.238,40,SR
RUN-001238,240,5,alkaline,0.915,150,800,22.493,40,Marangoni
RUN-001239,220,9,acidic,0.53,250,800,21.887,30,SR
RUN-001240,200,5,acidic,0.43,150,1000,22.145,30,Marangoni
RUN-001241,240,7,acidic,0.527,0,0,22.853,20,SR
RUN-001242,240,9,acidic,0.523,150,800,22.519,20,SR
RUN-001243,240,9,alkaline,1.016,0,0,22.451,30,Marangoni
RUN-001244,220,7,alkaline,1.001,0,0,22.218,30,Marangoni
RUN-001245,200,7,acidic,0.617,0,0,22.419,30,SR
RUN-001246,220,5,acidic,0.6,150,1000,22.14,20,SR
RUN-001247,240,5,alkaline,0.972,150,800,21.8,30,SR
RUN-001248,240,5,acidic,0.706,0,0,22.117,30,SR
RUN-001249,200,5,acidic,0.37,150,1000,22.107,40,SR
RUN-001250,240,9,acidic,0.358,150,1000,22.637,40,SR
RUN-001251,240,9,acidic,0.623,250,800,21.971,40,Marangoni
RUN-001252,240,9,alkaline,1.003,150,1000,22.075,40,Marangoni
RUN-001253,240,9,acidic,0.491,150,800,22.076,20,Marangoni
RUN-001254,220,5,acidic,0.508,250,800,22.3,40,Marangoni
RUN-001255,220,5,acidic,0.533,250,1000,21.582,20,Marangoni
RUN-001256,220,7,alkaline,1.086,150,800,22.426,30,Marangoni
RUN-001257,200,7,acidic,0.716,150,800,22.308,20,Marangoni
RUN-001258,200,5,acidic,0.617,0,0,22.471,30,SR
RUN-001259,240,7,acidic,0.497,0,0,22.307,30,Marangoni
RUN-001260,200,7,alkaline,1.044,250,800,21.734,20,Marangoni
RUN-001261,200,5,alkaline,1.009,250,800,21.843,20,SR
RUN-001262,240,9,alkaline,0.982,250,800,21.492,40,Marangoni
RUN-001263,220,9,alkaline,0.823,250,800,21.972,40,Marangoni
RUN-001264,240,9,alkaline,0.977,150,1000,21.637,20,SR
RUN-001265,220,7,acidic,0.526,150,800,21.861,30,SR
RUN-001266,240,5,acidic,0.565,150,800,22.031,30,SR
RUN-001267,220,5,alkaline,0.769,250,800,21.903,20,Marangoni
RUN-001268,240,9,acidic,0.801,0,0,21.345,30,SR
RUN-001269,240,7,acidic,0.521,150,800,21.726,20,Marangoni
RUN-001270,200,7,acidic,0.343,0,0,21.909,30,Marangoni
RUN-001271,200,7,acidic,0.464,250,1000,21.863,40,Marangoni
RUN-001272,200,5,acidic,0.463,0,0,21.734,30,SR
RUN-001273,220,5,acidic,0.631,0,0,21.71,40,SR
RUN-001274,200,7,acidic,0.532,150,800,21.286,20,SR
RUN-001275,200,9,acidic,0.315,0,0,21.619,30,SR
RUN-001276,220,7,acidic,0.712,250,800,21.502,40,SR
RUN-001277,200,5,acidic,0.459,250,800,21.675,20,Marangoni
RUN-001278,200,9,acidic,0.491,250,800,21.725,30,Marangoni
RUN-001279,220,7,alkaline,1.215,250,800,21.953,40,SR
RUN-001280,220,5,acidic,0.561,250,800,21.399,30,Marangoni
RUN-001281,200,9,acidic,0.39,0,0,21.879,30,Marangoni
RUN-001282,200,5,alkaline,0.964,150,1000,21.447,40,Marangoni
RUN-001283,200,5,acidic,0.558,150,800,21.272,20,SR
RUN-001284,220,5,alkaline,1.1,0,0,21.648,40,SR
RUN-001285,220,9,alkaline,0.98,0,0,21.625,20,SR
RUN-001286,200,5,acidic,0.551,150,800,21.247,20,SR
RUN-001287,240,9,acidic,0.401,0,0,21.36,20,Marangoni
RUN-001288,220,5,alkaline,1.01,150,1000,21.87,40,SR
RUN-001289,240,7,alkaline,1.002,250,800,21.734,40,Marangoni
RUN-001290,240,9,alkaline,1.013,250,1000,21.538,20,SR
RUN-001291,240,9,acidic,0.439,0,0,21.361,30,SR
RUN-001292,200,5,alkaline,0.932,150,800,21.832,40,SR
RUN-001293,240,9,acidic,0.503,150,1000,21.365,30,SR
RUN-001294,240,9,acidic,0.44,0,0,21.716,20,SR
RUN-001295,200,9,acidic,0.489,250,800,21.581,40,SR
RUN-001296,220,7,acidic,0.388,150,800,21.595,20,SR
RUN-001297,220,7,alkaline,0.982,250,800,21.434,30,Marangoni
RUN-001298,240,9,alkaline,0.819,0,0,22.262,40,SR
RUN-001299,220,9,acidic,0.647,0,0,21.954,20,Marangoni
RUN-001300,200,7,acidic,0.65,250,1000,21.382,30,Marangoni
RUN-001301,220,9,alkaline,1.18,250,1000,21.805,20,SR
RUN-001302,200,7,acidic,0.608,250,1000,21.993,40,SR
RUN-001303,220,7,alkaline,1.034,150,1000,21.545,30,SR
RUN-001304,220,9,alkaline,1.039,150,1000,21.397,40,Marangoni
RUN-001305,240,5,acidic,0.388,0,0,22.49,40,SR
RUN-001306,200,5,acidic,0.556,0,0,21.869,30,SR
RUN-001307,220,7,alkaline,1.042,0,0,22.12,20,Marangoni
RUN-001308,240,9,acidic,0.602,150,800,21.558,20,Marangoni
RUN-001309,240,7,acidic,0.523,150,1000,21.79,40,SR
RUN-001310,220,9,acidic,0.297,0,0,21.585,30,SR
RUN-001311,220,7,acidic,0.589,150,800,21.463,30,Marangoni
RUN-001312,240,9,acidic,0.51,0,0,21.46,30,Marangoni
RUN-001313,240,9,alkaline,0.878,150,1000,22.063,40,Marangoni
RUN-001314,220,7,acidic,0.405,250,1000,22.054,40,SR
RUN-001315,240,5,acidic,0.46,150,800,22.011,20,Marangoni
RUN-001316,200,9,acidic,0.469,150,1000,21.563,20,Marangoni
RUN-001317,200,7,acidic,0.413,0,0,22.141,40,SR
RUN-001318,200,5,alkaline,0.916,150,1000,21.802,30,SR
RUN-001319,240,7,alkaline,1.053,0,0,22.182,40,Marangoni
RUN-001320,220,5,alkaline,1.022,0,0,21.816,20,SR
RUN-001321,240,9,acidic,0.49,250,1000,21.669,40,Marangoni
RUN-001322,240,5,acidic,0.597,0,0,21.728,30,Marangoni
RUN-001323,200,9,alkaline,0.894,150,800,21.898,30,Marangoni
RUN-001324,200,7,acidic,0.538,150,1000,22.3,30,Marangoni
RUN-001325,200,9,alkaline,1.259,150,1000,21.987,30,SR
RUN-001326,240,9,alkaline,0.774,150,800,22.174,40,Marangoni
RUN-001327,200,7,alkaline,0.774,0,0,22.016,30,Marangoni
RUN-001328,200,7,alkaline,0.996,150,800,21.837,40,Marangoni
RUN-001329,200,7,acidic,0.416,250,1000,22.079,40,SR
RUN-001330,200,9,alkaline,0.892,150,800,22.445,20,SR
RUN-001331,200,7,alkaline,1.071,0,0,22.191,40,Marangoni
RUN-001332,200,9,alkaline,1.142,150,1000,21.759,30,SR
RUN-001333,240,5,acidic,0.511,0,0,22.103,40,Marangoni
RUN-001334,200,7,acidic,0.441,150,1000,21.927,30,SR
RUN-001335,240,5,acidic,0.529,0,0,21.549,40,SR
RUN-001336,240,7,acidic,0.344,150,1000,21.853,30,Marangoni
RUN-001337,240,5,alkaline,0.939,0,0,20.979,30,SR
RUN-001338,220,5,alkaline,0.904,250,1000,22.149,30,SR
RUN-001339,200,9,alkaline,0.798,250,1000,21.844,40,Marangoni
RUN-001340,240,7,acidic,0.409,0,0,21.705,30,SR
RUN-001341,220,7,acidic,0.484,0,0,21.461,40,SR
RUN-001342,220,5,alkaline,0.89,0,0,21.808,30,SR
RUN-001343,200,7,alkaline,1.09,0,0,21.235,20,SR
RUN-001344,200,7,alkaline,0.84,250,800,21.879,40,SR
RUN-001345,200,9,alkaline,0.85,250,1000,21.616,20,Marangoni
RUN-001346,240,9,alkaline,1.001,150,1000,21.536,20,SR
RUN-001347,220,9,acidic,0.458,0,0,21.666,30,Marangoni
RUN-001348,220,5,alkaline,0.993,150,1000,20.857,40,Marangoni
RUN-001349,220,5,acidic,0.338,150,1000,21.684,30,Marangoni
RUN-001350,240,9,alkaline,0.923,150,1000,21.924,40,SR
RUN-001351,240,7,alkaline,0.911,250,1000,21.697,30,Marangoni
RUN-001352,200,5,acidic,0.378,0,0,21.37,20,Marangoni
RUN-001353,200,9,acidic,0.356,0,0,21.75,40,Marangoni
RUN-001354,220,9,alkaline,1.117,0,0,21.297,20,Marangoni
RUN-001355,220,5,alkaline,0.842,150,800,21.964,40,SR
RUN-001356,240,9,acidic,0.455,0,0,22.384,20,SR
RUN-001357,200,9,alkaline,1.09,0,0,21.701,40,SR
RUN-001358,200,7,acidic,0.628,0,0,21.834,40,Marangoni
RUN-001359,200,9,acidic,0.457,150,800,21.996,20,Marangoni
RUN-001360,200,5,acidic,0.62,150,800,22.02,40,SR
RUN-001361,220,7,alkaline,1.11,0,0,22.123,20,SR
RUN-001362,200,5,alkaline,1.28,250,1000,21.482,20,Marangoni
RUN-001363,240,9,alkaline,1.045,150,1000,21.983,40,SR
RUN-001364,220,9,acidic,0.55,150,1000,21.782,30,Marangoni
RUN-001365,220,5,alkaline,0.946,150,1000,21.71,30,SR
RUN-001366,200,9,alkaline,1.062,250,1000,21.801,20,Marangoni
RUN-001367,200,9,alkaline,0.972,250,1000,21.742,20,SR
RUN-001368,220,7,alkaline,1.032,250,800,21.057,30,Marangoni
RUN-001369,240,9,acidic,0.525,150,1000,21.347,30,Marangoni
RUN-001370,200,7,alkaline,0.968,150,800,22.075,40,Marangoni
RUN-001371,220,9,acidic,0.457,0,0,22.129,20,SR
RUN-001372,200,5,acidic,0.497,250,800,22.125,40,Marangoni
RUN-001373,220,9,alkaline,0.977,150,800,22.167,30,Marangoni
RUN-001374,200,5,acidic,0.511,150,800,21.36,30,Marangoni
RUN-001375,220,9,acidic,0.422,0,0,21.357,20,SR
RUN-001376,220,9,alkaline,1.141,250,800,21.647,20,SR
RUN-001377,240,5,acidic,0.516,250,800,21.738,30,Marangoni
RUN-001378,200,5,acidic,0.49,0,0,22.127,40,Marangoni
RUN-001379,200,9,acidic,0.799,0,0,21.827,20,Marangoni
RUN-001380,200,9,acidic,0.418,250,800,22.156,30,Marangoni
RUN-001381,240,9,acidic,0.515,250,1000,21.63,40,Marangoni
RUN-001382,220,7,acidic,0.503,0,0,22.122,30,SR
RUN-001383,240,7,acidic,0.307,0,0,22.066,40,SR
RUN-001384,220,9,acidic,0.512,250,1000,21.993,20,Marangoni
RUN-001385,240,7,alkaline,0.987,150,1000,22.549,20,SR
RUN-001386,220,5,acidic,0.57,250,800,22.084,30,Marangoni
RUN-001387,200,9,alkaline,0.838,250,800,22.142,20,SR
RUN-001388,240,9,alkaline,1.055,250,1000,22.452,20,SR
RUN-001389,220,7,alkaline,1.128,250,800,22.518,20,Marangoni
RUN-001390,220,5,acidic,0.669,150,800,22.541,30,SR
RUN-001391,220,7,alkaline,1.17,150,1000,22.205,30,Marangoni
RUN-001392,240,7,acidic,0.377,150,1000,22.402,20,SR
RUN-001393,220,9,acidic,0.599,150,800,21.599,40,SR
RUN-001394,220,5,acidic,0.496,150,1000,22.139,30,SR
RUN-001395,240,9,acidic,0.539,150,1000,22.6,30,SR
RUN-001396,220,5,acidic,0.324,250,800,21.992,40,SR
RUN-001397,240,5,acidic,0.516,0,0,21.963,30,SR
RUN-001398,240,5,alkaline,1.16,0,0,21.849,40,SR
RUN-001399,220,9,acidic,0.488,250,1000,22.25,20,SR
RUN-001400,240,5,acidic,0.652,0,0,22.837,30,SR
RUN-001401,240,9,alkaline,0.753,250,800,22.276,30,Marangoni
RUN-001402,200,9,alkaline,0.866,250,1000,21.972,40,Marangoni
RUN-001403,200,7,acidic,0.391,150,800,22.441,30,Marangoni
RUN-001404,200,7,acidic,0.484,150,1000,22.087,20,SR
RUN-001405,220,5,acidic,0.501,250,800,21.886,30,SR
RUN-001406,200,5,alkaline,1.018,150,800,22.493,20,Marangoni
RUN-001407,220,9,alkaline,1.044,150,800,22.142,30,Marangoni
RUN-001408,200,5,alkaline,1.09,0,0,22.19,20,SR
RUN-001409,240,9,acidic,0.494,250,800,22.232,20,SR
RUN-001410,200,7,alkaline,0.946,0,0,22.665,30,Marangoni
RUN-001411,200,7,acidic,0.551,0,0,22.365,40,Marangoni
RUN-001412,240,5,acidic,0.53,150,1000,22.228,40,Marangoni
RUN-001413,220,9,acidic,0.621,150,800,22.786,40,SR
RUN-001414,220,7,acidic,0.471,0,0,22.772,40,Marangoni
RUN-001415,220,7,alkaline,0.898,150,800,22.769,30,SR
RUN-001416,220,9,alkaline,0.79,250,800,22.228,40,Marangoni
RUN-001417,200,9,acidic,0.313,150,1000,21.907,40,Marangoni
RUN-001418,240,7,acidic,0.396,150,800,22.374,40,SR
RUN-001419,240,9,acidic,0.423,0,0,22.288,40,SR
RUN-001420,200,9,acidic,0.386,250,800,22.405,20,SR
RUN-001421,240,5,acidic,0.52,0,0,22.517,40,SR
RUN-001422,220,9,alkaline,0.944,150,1000,22.368,30,SR
RUN-001423,240,7,alkaline,0.907,0,0,21.999,20,Marangoni
RUN-001424,200,7,alkaline,0.904,150,1000,22.324,30,SR
RUN-001425,240,5,alkaline,1.124,250,1000,21.62,20,SR
RUN-001426,240,5,acidic,0.497,0,0,22.398,30,SR
RUN-001427,220,9,alkaline,1.143,150,1000,22.521,20,SR
RUN-001428,200,7,acidic,0.571,150,1000,22.056,20,Marangoni
RUN-001429,220,7,acidic,0.45,250,800,21.808,20,Marangoni
RUN-001430,240,5,acidic,0.601,0,0,21.85,40,Marangoni
RUN-001431,240,7,acidic,0.527,150,1000,22.159,30,SR
RUN-001432,240,7,alkaline,1.034,150,1000,22.045,30,Marangoni
RUN-001433,220,5,acidic,0.638,0,0,22.504,40,Marangoni
RUN-001434,240,7,alkaline,1.022,250,800,21.805,20,SR
RUN-001435,220,5,alkaline,0.871,150,800,22.429,20,SR
RUN-001436,240,5,acidic,0.482,250,800,22.355,20,Marangoni
RUN-001437,220,5,alkaline,1.156,150,800,22.421,30,SR
RUN-001438,240,9,alkaline,0.973,250,800,22.277,20,Marangoni
RUN-001439,220,7,acidic,0.598,0,0,21.798,20,SR
RUN-001440,200,5,alkaline,1.154,0,0,21.837,30,SR
RUN-001441,220,5,alkaline,1.032,250,800,22.125,40,SR
RUN-001442,200,9,alkaline,1.088,250,800,22.068,40,Marangoni
