run_id,tool_id,layer_id,recipe_id,pad_age_bin,pattern_density_bin,slurry_lot,slurry_pH_bin
RUN-001553,CMP-02,STI,RCP-A,pad_old,mid,LOT-S9167,alkaline
RUN-001554,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001555,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001556,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001557,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001558,CMP-02,M1,RCP-C,pad_old,mid,LOT-S9167,acidic
RUN-001559,CMP-02,M1,RCP-A,pad_old,mid,LOT-S9167,acidic
RUN-001560,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7259,alkaline
RUN-001561,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7259,alkaline
RUN-001562,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7259,alkaline
RUN-001563,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7259,acidic
RUN-001564,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7259,alkaline
RUN-001565,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7259,acidic
RUN-001566,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7259,alkaline
RUN-001567,CMP-01,STI,RCP-C,pad_old,mid,LOT-S7259,alkaline
RUN-001568,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7259,acidic
RUN-001569,CMP-01,M1,RCP-B,pad_old,mid,LOT-S7259,acidic
RUN-001570,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7259,acidic
RUN-001571,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7259,alkaline
RUN-001572,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7259,alkaline
RUN-001573,CMP-01,M1,RCP-A,pad_old,mid,LOT-S7259,acidic
RUN-001574,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7259,alkaline
RUN-001575,CMP-01,M1,RCP-C,pad_old,mid,LOT-S7259,acidic
RUN-001576,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7259,alkaline
RUN-001577,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7259,alkaline
RUN-001578,CMP-01,STI,RCP-B,pad_old,mid,LOT-S7259,alkaline
RUN-001579,CMP-01,STI,RCP-A,pad_old,mid,LOT-S7259,alkaline
RUN-001580,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001581,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001582,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001583,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001584,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001585,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001586,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001587,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001588,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001589,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001590,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001591,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001592,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001593,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001594,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001595,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001596,CMP-01,STI,RCP-C,pad_new,mid,LOT-S7259,alkaline
RUN-001597,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001598,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001599,CMP-01,STI,RCP-C,pad_new,mid,LOT-S7259,alkaline
RUN-001600,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001601,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001602,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001603,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001604,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001605,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001606,CMP-01,M1,RCP-A,pad_new,mid,LOT-S7259,acidic
RUN-001607,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001608,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001609,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001610,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001611,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001612,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001613,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001614,CMP-01,STI,RCP-A,pad_new,mid,LOT-S7259,alkaline
RUN-001615,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001616,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001617,CMP-01,STI,RCP-B,pad_new,mid,LOT-S7259,alkaline
RUN-001618,CMP-01,M1,RCP-B,pad_new,mid,LOT-S7259,acidic
RUN-001619,CMP-01,M1,RCP-C,pad_new,mid,LOT-S7259,acidic
RUN-001620,CMP-02,STI,RCP-B,pad_old,mid,LOT-S9167,alkaline
RUN-001621,CMP-02,STI,RCP-B,pad_old,mid,LOT-S9167,alkaline
RUN-001622,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001623,CMP-02,STI,RCP-C,pad_old,mid,LOT-S9167,alkaline
RUN-001624,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001625,CMP-02,STI,RCP-A,pad_old,mid,LOT-S9167,alkaline
RUN-001626,CMP-02,STI,RCP-A,pad_old,mid,LOT-S9167,alkaline
RUN-001627,CMP-02,M1,RCP-C,pad_old,mid,LOT-S9167,acidic
RUN-001628,CMP-02,M1,RCP-A,pad_old,mid,LOT-S9167,acidic
RUN-001629,CMP-02,M1,RCP-A,pad_old,mid,LOT-S9167,acidic
RUN-001630,CMP-02,M1,RCP-C,pad_old,mid,LOT-S9167,acidic
RUN-001631,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001632,CMP-02,STI,RCP-B,pad_old,mid,LOT-S9167,alkaline
RUN-001633,CMP-02,M1,RCP-C,pad_old,mid,LOT-S9167,acidic
RUN-001634,CMP-02,STI,RCP-B,pad_old,mid,LOT-S9167,alkaline
RUN-001635,CMP-02,STI,RCP-C,pad_old,mid,LOT-S9167,alkaline
RUN-001636,CMP-02,STI,RCP-B,pad_old,mid,LOT-S9167,alkaline
RUN-001637,CMP-02,M1,RCP-A,pad_old,mid,LOT-S9167,acidic
RUN-001638,CMP-02,M1,RCP-A,pad_old,mid,LOT-S9167,acidic
RUN-001639,CMP-02,M1,RCP-B,pad_old,mid,LOT-S9167,acidic
RUN-001640,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001641,CMP-02,M1,RCP-A,pad_new,mid,LOT-S9167,acidic
RUN-001642,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001643,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001644,CMP-02,M1,RCP-A,pad_new,mid,LOT-S9167,acidic
RUN-001645,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001646,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001647,CMP-02,STI,RCP-B,pad_new,mid,LOT-S9167,alkaline
RUN-001648,CMP-02,STI,RCP-C,pad_new,mid,LOT-S9167,alkaline
RUN-001649,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001650,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001651,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001652,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001653,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001654,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001655,CMP-02,M1,RCP-A,pad_new,mid,LOT-S9167,acidic
RUN-001656,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001657,CMP-02,M1,RCP-A,pad_new,mid,LOT-S9167,acidic
RUN-001658,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001659,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001660,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001661,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001662,CMP-02,STI,RCP-B,pad_new,mid,LOT-S9167,alkaline
RUN-001663,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001664,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001665,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001666,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001667,CMP-02,STI,RCP-B,pad_new,mid,LOT-S9167,alkaline
RUN-001668,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001669,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001670,CMP-02,STI,RCP-C,pad_new,mid,LOT-S9167,alkaline
RUN-001671,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001672,CMP-02,STI,RCP-B,pad_new,mid,LOT-S9167,alkaline
RUN-001673,CMP-02,M1,RCP-C,pad_new,mid,LOT-S9167,acidic
RUN-001674,CMP-02,STI,RCP-C,pad_new,mid,LOT-S9167,alkaline
RUN-001675,CMP-02,STI,RCP-C,pad_new,mid,LOT-S9167,alkaline
RUN-001676,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001677,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001678,CMP-02,STI,RCP-A,pad_new,mid,LOT-S9167,alkaline
RUN-001679,CMP-02,M1,RCP-B,pad_new,mid,LOT-S9167,acidic
RUN-001680,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001681,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001682,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001683,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001684,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001685,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001686,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001687,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001688,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001689,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001690,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001691,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001692,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001693,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001694,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001695,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001696,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001697,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001698,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001699,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001700,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001701,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001702,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001703,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001704,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001705,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001706,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001707,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001708,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001709,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001710,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001711,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001712,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001713,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001714,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001715,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001716,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001717,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001718,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001719,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001720,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001721,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001722,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001723,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001724,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001725,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001726,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001727,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001728,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001729,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001730,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001731,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001732,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001733,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001734,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001735,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001736,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001737,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001738,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001739,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001740,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001741,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001742,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001743,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001744,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001745,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001746,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001747,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001748,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001749,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001750,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001751,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001752,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001753,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001754,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001755,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001756,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001757,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001758,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001759,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001760,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001761,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001762,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001763,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001764,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001765,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001766,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001767,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001768,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001769,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001770,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001771,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001772,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001773,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001774,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001775,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001776,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001777,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001778,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001779,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001780,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001781,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001782,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001783,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001784,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001785,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001786,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001787,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001788,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001789,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001790,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001791,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001792,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001793,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001794,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001795,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001796,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001797,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001798,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001799,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001800,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001801,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001802,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001803,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001804,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001805,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001806,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001807,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001808,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001809,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001810,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001811,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001812,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001813,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001814,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001815,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001816,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001817,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001818,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001819,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001820,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001821,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001822,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001823,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001824,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001825,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001826,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001827,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001828,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001829,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001830,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001831,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001832,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001833,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001834,CMP-01,M1,RCP-A,pad_new,mid,LOT-S3042,acidic
RUN-001835,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001836,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001837,CMP-01,STI,RCP-B,pad_new,mid,LOT-S3042,alkaline
RUN-001838,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001839,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001840,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001841,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001842,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001843,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001844,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001845,CMP-01,STI,RCP-A,pad_new,mid,LOT-S3042,alkaline
RUN-001846,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001847,CMP-01,M1,RCP-C,pad_new,mid,LOT-S3042,acidic
RUN-001848,CMP-01,M1,RCP-B,pad_new,mid,LOT-S3042,acidic
RUN-001849,CMP-01,STI,RCP-C,pad_new,mid,LOT-S3042,alkaline
RUN-001850,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S3042,alkaline
RUN-001851,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S3042,acidic
RUN-001852,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S3042,acidic
RUN-001853,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S3042,acidic
RUN-001854,CMP-01,M1,RCP-B,pad_mid,mid,LOT-S3042,acidic
RUN-001855,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S3042,alkaline
RUN-001856,CMP-01,STI,RCP-C,pad_mid,mid,LOT-S3042,alkaline
RUN-001857,CMP-01,STI,RCP-B,pad_mid,mid,LOT-S3042,alkaline
RUN-001858,CMP-01,M1,RCP-C,pad_mid,mid,LOT-S3042,acidic
RUN-001859,CMP-01,M1,RCP-A,pad_mid,mid,LOT-S3042,acidic
RUN-001860,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001861,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001862,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001863,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
RUN-001864,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001865,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001866,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001867,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001868,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001869,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001870,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001871,CMP-02,M1,RCP-C,pad_new,mid,LOT-S7727,acidic
RUN-001872,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001873,CMP-02,M1,RCP-B,pad_new,mid,LOT-S7727,acidic
RUN-001874,CMP-02,M1,RCP-A,pad_new,mid,LOT-S7727,acidic
RUN-001875,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001876,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001877,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001878,CMP-02,STI,RCP-B,pad_new,mid,LOT-S7727,alkaline
RUN-001879,CMP-02,STI,RCP-A,pad_new,mid,LOT-S7727,alkaline
RUN-001880,CMP-02,STI,RCP-C,pad_new,mid,LOT-S7727,alkaline
