run_id,split_hint,fab_id,tool_id,recipe_id,product_id,layer_id,process_type,wafer_id,lot_id,slurry_lot,run_start_ts,run_end_ts,pad_type,conditioner_type,slurry_type,slurry_pH,particle_size_nm,oxidizer_pct,pad_age_wafers,disk_age_wafers,pre_thickness_nm,target_post_thk_nm,endpoint_time_s,actual_polish_time_s,overpolish_s,endpoint_class,target_mrr_nmps,mrr_pred_nmps,mrr_err_abs,mrr_err_pct,mrr_err_ewma,drift_flag_mrr,auto_retrain,model_ref_pad_factor,model_ref_lot_pH,last_retrain_ts,scaler_group_key,channel_stats_version
RUN-001859,train,H-FAB,CMP-01,RCP-A,P132,M1,Cu,W-RUN-001859,LOT-0717,LOT-S3042,2025-07-17T04:09:49,2025-07-17T04:10:46,IC1000,3M-Std,Cu-acidic,3.339,116.2,2.043,159,1028,960.4,300,60,57,-3,normal,15.5096,16.8695,1.36,8.769,27.767,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|M1,v1
RUN-001860,train,H-FAB,CMP-02,RCP-A,P132,M1,Cu,W-RUN-001860,LOT-0717,LOT-S7727,2025-07-17T06:00:00,2025-07-17T06:00:56,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.414,106.5,2.046,100,948,922.7,300,60,56,-4,under,11.7209,11.4271,0.2938,2.506,20.848,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001861,train,H-FAB,CMP-02,RCP-B,P119,STI,STI_Oxide,W-RUN-001861,LOT-0717,LOT-S7727,2025-07-17T06:12:56,2025-07-17T06:14:04,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.499,79.4,0.272,101,949,1045.3,800,60,68,8,over,7.205,3.0,4.205,58.362,28.351,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001862,train,H-FAB,CMP-02,RCP-C,P149,M1,Cu,W-RUN-001862,LOT-0717,LOT-S7727,2025-07-17T06:22:04,2025-07-17T06:23:09,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.305,120.3,1.995,102,950,959.7,300,60,65,5,normal,15.8429,15.2362,0.6067,3.83,23.447,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001863,train,H-FAB,CMP-02,RCP-C,P129,STI,STI_Oxide,W-RUN-001863,LOT-0717,LOT-S7727,2025-07-17T06:37:09,2025-07-17T06:38:08,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.502,62.1,0.194,103,951,1057.3,800,60,59,-1,normal,7.2072,3.0,4.2072,58.375,30.432,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001864,train,H-FAB,CMP-02,RCP-B,P127,M1,Cu,W-RUN-001864,LOT-0717,LOT-S7727,2025-07-17T06:45:08,2025-07-17T06:46:09,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.622,128.9,1.706,104,952,918.9,300,67,61,-6,under,9.1084,9.1417,0.0333,0.366,24.419,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001865,train,H-FAB,CMP-02,RCP-C,P131,M1,Cu,W-RUN-001865,LOT-0717,LOT-S7727,2025-07-17T06:55:09,2025-07-17T06:56:34,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.429,120.6,2.223,105,953,921.7,300,66,85,19,over,9.3439,9.1417,0.2022,2.164,19.968,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001866,train,H-FAB,CMP-02,RCP-C,P141,M1,Cu,W-RUN-001866,LOT-0717,LOT-S7727,2025-07-17T07:04:34,2025-07-17T07:05:49,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.545,106.6,1.982,106,954,976.7,300,60,75,15,over,11.4978,11.4271,0.0706,0.614,16.097,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001867,train,H-FAB,CMP-02,RCP-B,P124,STI,STI_Oxide,W-RUN-001867,LOT-0717,LOT-S7727,2025-07-17T07:14:49,2025-07-17T07:16:02,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.489,68.8,0.216,107,955,1084.1,800,60,73,13,over,8.9665,3.0,5.9665,66.542,26.186,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001868,train,H-FAB,CMP-02,RCP-A,P140,M1,Cu,W-RUN-001868,LOT-0717,LOT-S7727,2025-07-17T07:26:02,2025-07-17T07:27:19,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.233,140.6,1.63,108,956,956.0,300,60,77,17,over,15.9622,15.2362,0.726,4.548,21.859,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001869,train,H-FAB,CMP-02,RCP-B,P144,M1,Cu,W-RUN-001869,LOT-0717,LOT-S7727,2025-07-17T07:36:19,2025-07-17T07:37:16,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.576,115.0,2.088,109,957,964.8,300,60,57,-3,normal,12.2035,12.1889,0.0145,0.119,17.511,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001870,train,H-FAB,CMP-02,RCP-C,P137,M1,Cu,W-RUN-001870,LOT-0717,LOT-S7727,2025-07-17T07:45:16,2025-07-17T07:46:24,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.713,105.1,2.047,110,958,914.4,300,60,68,8,over,14.9671,15.2362,0.2691,1.798,14.368,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001871,train,H-FAB,CMP-02,RCP-C,P127,M1,Cu,W-RUN-001871,LOT-0717,LOT-S7727,2025-07-17T07:55:24,2025-07-17T07:56:31,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.542,115.4,1.996,111,959,926.5,300,60,67,7,over,11.486,11.4271,0.0589,0.513,11.597,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001872,train,H-FAB,CMP-02,RCP-A,P117,M1,Cu,W-RUN-001872,LOT-0717,LOT-S7727,2025-07-17T08:03:31,2025-07-17T08:04:51,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.761,122.0,1.73,112,960,912.4,300,68,80,12,over,8.9163,9.1417,0.2254,2.528,9.783,0,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001873,train,H-FAB,CMP-02,RCP-B,P117,M1,Cu,W-RUN-001873,LOT-0717,LOT-S7727,2025-07-17T08:14:51,2025-07-17T08:15:58,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.723,125.2,1.971,113,961,904.3,300,60,67,7,over,11.9472,12.1889,0.2418,2.024,8.231,0,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001874,train,H-FAB,CMP-02,RCP-A,P106,M1,Cu,W-RUN-001874,LOT-0717,LOT-S7727,2025-07-17T08:23:58,2025-07-17T08:25:21,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.222,116.1,2.091,114,962,939.1,300,66,83,17,over,9.5739,9.1417,0.4322,4.514,7.488,0,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001875,train,H-FAB,CMP-02,RCP-B,P123,STI,STI_Oxide,W-RUN-001875,LOT-0717,LOT-S7727,2025-07-17T08:35:21,2025-07-17T08:36:35,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.752,66.6,0.179,115,963,1081.0,800,60,74,14,over,7.695,3.0,4.695,61.014,18.193,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001876,train,H-FAB,CMP-02,RCP-A,P138,STI,STI_Oxide,W-RUN-001876,LOT-0717,LOT-S7727,2025-07-17T08:48:35,2025-07-17T08:49:50,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.77,58.0,0.24,116,964,1052.4,800,60,75,15,over,4.6378,3.0,1.6378,35.314,21.617,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001877,train,H-FAB,CMP-02,RCP-B,P125,STI,STI_Oxide,W-RUN-001877,LOT-0717,LOT-S7727,2025-07-17T08:57:50,2025-07-17T08:59:02,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.547,67.1,0.211,117,965,1020.8,800,60,72,12,over,7.2714,3.0,4.2714,58.743,29.042,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001878,train,H-FAB,CMP-02,RCP-B,P113,STI,STI_Oxide,W-RUN-001878,LOT-0717,LOT-S7727,2025-07-17T09:09:02,2025-07-17T09:09:58,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.77,76.6,0.233,118,966,1060.7,800,60,56,-4,under,7.725,3.0,4.725,61.165,35.467,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001879,train,H-FAB,CMP-02,RCP-A,P114,STI,STI_Oxide,W-RUN-001879,LOT-0717,LOT-S7727,2025-07-17T09:21:58,2025-07-17T09:23:11,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.711,70.1,0.134,119,967,1029.6,800,60,73,13,over,7.6032,3.0,4.6032,60.543,40.482,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001880,train,H-FAB,CMP-02,RCP-C,P137,STI,STI_Oxide,W-RUN-001880,LOT-0717,LOT-S7727,2025-07-17T09:34:11,2025-07-17T09:35:25,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.809,64.4,0.266,120,968,1064.0,800,60,74,14,over,6.2414,3.0,3.2414,51.934,42.772,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001881,train,H-FAB,CMP-02,RCP-A,P100,STI,STI_Oxide,W-RUN-001881,LOT-0717,LOT-S7727,2025-07-17T09:46:25,2025-07-17T09:47:35,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.633,64.9,0.262,121,969,1062.3,800,60,70,10,over,7.439,3.0,4.439,59.672,46.152,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001882,train,H-FAB,CMP-02,RCP-B,P142,M1,Cu,W-RUN-001882,LOT-0717,LOT-S7727,2025-07-17T10:00:35,2025-07-17T10:01:45,NexPlanar-XP,Kinik-3.5,Cu-acidic,4.136,124.6,2.008,122,970,930.8,300,60,70,10,over,10.5369,11.4271,0.8902,8.448,38.612,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001883,train,H-FAB,CMP-02,RCP-B,P105,STI,STI_Oxide,W-RUN-001883,LOT-0717,LOT-S7727,2025-07-17T10:14:45,2025-07-17T10:15:38,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.706,76.2,0.205,123,971,1054.3,800,60,53,-7,under,9.4778,3.0,6.4778,68.347,44.559,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001884,train,H-FAB,CMP-02,RCP-C,P108,M1,Cu,W-RUN-001884,LOT-0717,LOT-S7727,2025-07-17T10:24:38,2025-07-17T10:25:33,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.229,140.0,2.085,124,972,949.8,300,60,55,-5,under,15.896,15.2362,0.6598,4.151,36.477,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001885,train,H-FAB,CMP-02,RCP-A,P122,M1,Cu,W-RUN-001885,LOT-0717,LOT-S7727,2025-07-17T10:31:33,2025-07-17T10:32:50,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.389,129.7,2.281,125,973,932.0,300,60,77,17,over,12.4521,12.1889,0.2632,2.114,29.604,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001886,train,H-FAB,CMP-02,RCP-A,P140,STI,STI_Oxide,W-RUN-001886,LOT-0717,LOT-S7727,2025-07-17T10:41:50,2025-07-17T10:42:56,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.403,64.7,0.189,126,974,1055.1,800,60,66,6,over,5.5655,3.0,2.5655,46.097,32.903,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001887,train,H-FAB,CMP-02,RCP-B,P130,M1,Cu,W-RUN-001887,LOT-0717,LOT-S7727,2025-07-17T10:50:56,2025-07-17T10:52:03,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.951,115.4,2.305,127,975,973.6,300,60,67,7,over,18.0073,19.0452,1.0379,5.764,27.475,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001888,train,H-FAB,CMP-02,RCP-C,P118,STI,STI_Oxide,W-RUN-001888,LOT-0717,LOT-S7727,2025-07-17T10:58:03,2025-07-17T10:59:22,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.707,73.1,0.307,128,976,1109.7,800,60,79,19,over,6.0589,3.0,3.0589,50.486,32.077,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001889,train,H-FAB,CMP-02,RCP-A,P112,STI,STI_Oxide,W-RUN-001889,LOT-0717,LOT-S7727,2025-07-17T11:07:22,2025-07-17T11:08:45,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.784,78.5,0.283,129,977,1073.8,800,78,83,5,normal,3.4779,3.0,0.4779,13.74,28.41,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001890,train,H-FAB,CMP-02,RCP-B,P140,STI,STI_Oxide,W-RUN-001890,LOT-0717,LOT-S7727,2025-07-17T11:15:45,2025-07-17T11:17:04,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.63,76.3,0.209,130,978,1051.0,800,60,79,19,over,5.5593,3.0,2.5593,46.036,31.935,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001891,train,H-FAB,CMP-02,RCP-B,P116,STI,STI_Oxide,W-RUN-001891,LOT-0717,LOT-S7727,2025-07-17T11:27:04,2025-07-17T11:28:31,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.858,82.5,0.253,131,979,1065.6,800,74,87,13,over,3.5439,3.0,0.5439,15.346,28.617,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001892,train,H-FAB,CMP-02,RCP-A,P100,STI,STI_Oxide,W-RUN-001892,LOT-0717,LOT-S7727,2025-07-17T11:42:31,2025-07-17T11:44:09,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.773,69.8,0.233,132,980,1107.3,800,88,98,10,over,3.4649,3.0,0.4649,13.417,25.577,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001893,train,H-FAB,CMP-02,RCP-C,P124,M1,Cu,W-RUN-001893,LOT-0717,LOT-S7727,2025-07-17T11:51:09,2025-07-17T11:52:14,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.263,134.0,2.279,133,981,941.0,300,60,65,5,normal,19.7318,19.0452,0.6866,3.48,21.158,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001894,train,H-FAB,CMP-02,RCP-C,P138,STI,STI_Oxide,W-RUN-001894,LOT-0717,LOT-S7727,2025-07-17T12:03:14,2025-07-17T12:04:23,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.358,80.7,0.18,134,982,1003.9,800,60,69,9,over,6.8492,3.0,3.8492,56.2,28.166,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001895,train,H-FAB,CMP-02,RCP-B,P147,M1,Cu,W-RUN-001895,LOT-0717,LOT-S7727,2025-07-17T12:16:23,2025-07-17T12:17:44,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.56,124.9,2.081,135,983,934.6,300,69,81,12,over,9.1024,9.1417,0.0393,0.432,22.619,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001896,train,H-FAB,CMP-02,RCP-C,P136,M1,Cu,W-RUN-001896,LOT-0717,LOT-S7727,2025-07-17T12:23:44,2025-07-17T12:24:55,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.458,109.9,2.072,136,984,929.1,300,60,71,11,over,15.3729,15.2362,0.1367,0.889,18.273,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001897,train,H-FAB,CMP-02,RCP-C,P137,STI,STI_Oxide,W-RUN-001897,LOT-0717,LOT-S7727,2025-07-17T12:35:55,2025-07-17T12:37:01,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.293,71.8,0.234,137,985,1105.5,800,60,66,6,over,5.3682,3.0,2.3682,44.116,23.442,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001898,train,H-FAB,CMP-02,RCP-A,P112,STI,STI_Oxide,W-RUN-001898,LOT-0717,LOT-S7727,2025-07-17T12:50:01,2025-07-17T12:50:57,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.717,64.0,0.163,138,986,1025.8,800,60,56,-4,under,7.5722,3.0,4.5722,60.381,30.83,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001899,train,H-FAB,CMP-02,RCP-C,P139,M1,Cu,W-RUN-001899,LOT-0717,LOT-S7727,2025-07-17T13:02:57,2025-07-17T13:04:04,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.201,118.2,2.059,139,987,994.7,300,60,67,7,over,12.7071,12.1889,0.5181,4.078,25.479,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001900,train,H-FAB,CMP-02,RCP-A,P117,STI,STI_Oxide,W-RUN-001900,LOT-0717,LOT-S7727,2025-07-17T13:16:04,2025-07-17T13:17:11,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.633,86.6,0.208,140,988,1027.7,800,60,67,7,over,5.9177,3.0,2.9177,49.304,30.244,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001901,train,H-FAB,CMP-02,RCP-B,P126,M1,Cu,W-RUN-001901,LOT-0717,LOT-S7727,2025-07-17T13:27:11,2025-07-17T13:28:22,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.47,121.0,1.991,141,989,937.4,300,60,71,11,over,15.3271,15.2362,0.0909,0.593,24.314,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001902,train,H-FAB,CMP-02,RCP-A,P108,M1,Cu,W-RUN-001902,LOT-0717,LOT-S7727,2025-07-17T13:35:22,2025-07-17T13:36:40,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.533,105.8,2.259,142,990,911.3,300,60,78,18,over,11.3951,11.4271,0.0321,0.281,19.508,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001903,train,H-FAB,CMP-02,RCP-C,P136,M1,Cu,W-RUN-001903,LOT-0717,LOT-S7727,2025-07-17T13:44:40,2025-07-17T13:45:48,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.338,119.1,1.82,143,991,958.9,300,60,68,8,over,15.5868,15.2362,0.3506,2.249,16.056,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001904,train,H-FAB,CMP-02,RCP-A,P128,M1,Cu,W-RUN-001904,LOT-0717,LOT-S7727,2025-07-17T13:54:48,2025-07-17T13:56:33,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.675,107.3,2.082,144,992,972.0,300,100,105,5,normal,6.7031,6.8563,0.1532,2.285,13.302,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001905,train,H-FAB,CMP-02,RCP-A,P143,M1,Cu,W-RUN-001905,LOT-0717,LOT-S7727,2025-07-17T14:08:33,2025-07-17T14:09:42,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.396,135.7,2.193,145,993,939.3,300,60,69,9,over,15.4582,15.2362,0.222,1.436,10.929,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001906,train,H-FAB,CMP-02,RCP-A,P124,M1,Cu,W-RUN-001906,LOT-0717,LOT-S7727,2025-07-17T14:18:42,2025-07-17T14:19:59,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.62,118.3,1.807,146,994,946.8,300,60,77,17,over,12.0,12.1889,0.1889,1.574,9.058,0,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001907,train,H-FAB,CMP-02,RCP-B,P100,STI,STI_Oxide,W-RUN-001907,LOT-0717,LOT-S7727,2025-07-17T14:30:59,2025-07-17T14:32:06,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.633,68.1,0.216,147,995,1066.4,800,60,67,7,over,5.5367,3.0,2.5367,45.816,16.409,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001908,train,H-FAB,CMP-02,RCP-A,P140,STI,STI_Oxide,W-RUN-001908,LOT-0717,LOT-S7727,2025-07-17T14:42:06,2025-07-17T14:43:22,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.642,64.5,0.195,148,996,1034.7,800,70,76,6,over,3.329,3.0,0.329,9.884,15.104,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001909,train,H-FAB,CMP-02,RCP-A,P115,M1,Cu,W-RUN-001909,LOT-0717,LOT-S7727,2025-07-17T14:56:22,2025-07-17T14:57:38,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.787,125.5,1.803,149,997,977.8,300,60,76,16,over,14.6475,15.2362,0.5887,4.019,12.887,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001910,train,H-FAB,CMP-02,RCP-A,P122,M1,Cu,W-RUN-001910,LOT-0717,LOT-S7727,2025-07-17T15:11:38,2025-07-17T15:12:56,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.285,138.5,2.414,150,998,916.3,300,60,78,18,over,19.5775,19.0452,0.5323,2.719,10.854,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001911,train,H-FAB,CMP-02,RCP-A,P137,STI,STI_Oxide,W-RUN-001911,LOT-0717,LOT-S7727,2025-07-17T15:23:56,2025-07-17T15:25:14,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.88,62.0,0.198,151,999,1052.9,800,71,78,7,over,3.543,3.0,0.543,15.326,11.748,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001912,train,H-FAB,CMP-02,RCP-B,P113,STI,STI_Oxide,W-RUN-001912,LOT-0717,LOT-S7727,2025-07-17T15:31:14,2025-07-17T15:32:21,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,10.653,83.4,0.218,152,1000,1044.8,800,60,67,7,over,5.929,3.0,2.929,49.402,19.279,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001913,train,H-FAB,CMP-02,RCP-B,P104,M1,Cu,W-RUN-001913,LOT-0717,LOT-S7727,2025-07-17T15:42:21,2025-07-17T15:43:32,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.689,123.5,1.936,153,1001,945.7,300,60,71,11,over,11.8628,12.1889,0.3262,2.75,15.973,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001914,train,H-FAB,CMP-02,RCP-A,P137,M1,Cu,W-RUN-001914,LOT-0717,LOT-S7727,2025-07-17T15:53:32,2025-07-17T15:54:46,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.506,124.9,1.774,154,1002,955.9,300,60,74,14,over,11.3966,11.4271,0.0305,0.268,12.832,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001915,train,H-FAB,CMP-02,RCP-C,P144,M1,Cu,W-RUN-001915,LOT-0717,LOT-S7727,2025-07-17T16:04:46,2025-07-17T16:05:57,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.702,127.3,1.919,155,1003,906.5,300,60,71,11,over,18.4903,19.0452,0.555,3.001,10.866,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001916,train,H-FAB,CMP-02,RCP-C,P122,M1,Cu,W-RUN-001916,LOT-0717,LOT-S7727,2025-07-17T16:14:57,2025-07-17T16:16:12,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.584,138.1,1.76,156,1004,962.9,300,60,75,15,over,18.7839,19.0452,0.2614,1.391,8.971,0,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001917,train,H-FAB,CMP-02,RCP-A,P116,STI,STI_Oxide,W-RUN-001917,LOT-0717,LOT-S7727,2025-07-17T16:23:12,2025-07-17T16:24:29,NexPlanar-XP,Kinik-3.5,Oxide-alkaline,11.006,74.4,0.148,157,1005,1072.1,800,60,77,17,over,8.1151,3.0,5.1151,63.032,19.783,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|STI,v1
RUN-001918,train,H-FAB,CMP-02,RCP-C,P145,M1,Cu,W-RUN-001918,LOT-0717,LOT-S7727,2025-07-17T16:31:29,2025-07-17T16:32:45,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.682,114.2,2.158,158,1006,938.7,300,60,76,16,over,14.82,15.2362,0.4162,2.809,16.388,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001919,train,H-FAB,CMP-02,RCP-B,P120,M1,Cu,W-RUN-001919,LOT-0717,LOT-S7727,2025-07-17T16:41:45,2025-07-17T16:42:51,NexPlanar-XP,Kinik-3.5,Cu-acidic,3.632,118.6,2.145,159,1007,938.1,300,60,66,6,over,18.6477,19.0452,0.3975,2.132,13.537,1,0,1.0594,3.809,2025-07-09T03:05:51,CMP-02|M1,v1
RUN-001920,train,H-FAB,CMP-01,RCP-C,P121,STI,STI_Oxide,W-RUN-001920,LOT-0717,LOT-S3042,2025-07-17T04:16:46,2025-07-17T04:18:04,IC1000,3M-Std,Oxide-alkaline,10.339,80.3,0.209,160,1029,1045.5,800,60,78,18,over,8.4482,3.0,5.4482,64.49,35.112,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|STI,v1
RUN-001921,train,H-FAB,CMP-01,RCP-A,P122,STI,STI_Oxide,W-RUN-001921,LOT-0717,LOT-S3042,2025-07-17T04:25:04,2025-07-17T04:26:22,IC1000,3M-Std,Oxide-alkaline,10.276,67.6,0.269,161,1030,1039.7,800,60,78,18,over,4.9708,3.0,1.9708,39.647,36.019,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|STI,v1
RUN-001922,train,H-FAB,CMP-01,RCP-C,P119,STI,STI_Oxide,W-RUN-001922,LOT-0717,LOT-S3042,2025-07-17T04:37:22,2025-07-17T04:38:17,IC1000,3M-Std,Oxide-alkaline,10.485,76.7,0.231,162,1031,1062.7,800,60,55,-5,under,7.0499,3.0,4.0499,57.447,40.304,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|STI,v1
RUN-001923,train,H-FAB,CMP-01,RCP-B,P113,M1,Cu,W-RUN-001923,LOT-0717,LOT-S3042,2025-07-17T04:47:17,2025-07-17T04:48:38,IC1000,3M-Std,Cu-acidic,3.438,119.7,2.151,163,1032,965.7,300,72,81,9,over,9.1747,10.1217,0.947,10.322,34.308,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|M1,v1
RUN-001924,train,H-FAB,CMP-01,RCP-C,P139,M1,Cu,W-RUN-001924,LOT-0717,LOT-S3042,2025-07-17T04:57:38,2025-07-17T04:58:47,IC1000,3M-Std,Cu-acidic,3.559,123.2,2.143,164,1033,938.2,300,60,69,9,over,15.0437,16.8695,1.8258,12.137,29.874,1,0,1.0594,3.038,2025-07-07T14:28:31,CMP-01|M1,v1
